appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,intercept
wine_quality_iter7,mlp,shap,0,1,0.07084218305664562,-0.01918135288133946,0.013324523972340515,0.00997236983434411,0.010234470246257376,0.006516074972984531,0.031004706324238476,0.05346676724952646,-0.001591979998808557
wine_quality_iter7,mlp,shap,1,1,0.07084218305664562,-0.004011794896898624,0.03299082912040712,-0.02233201622853777,0.010866896622019376,0.013366063234461123,0.08285016149200566,0.01897072069838146,-0.001591979998808557
wine_quality_iter7,mlp,shap,2,0,0.07084218305664562,-0.01335994112513438,-0.007194882168437961,0.00690807210383828,0.001948496352185242,0.009798977226564703,-0.004376006509849433,0.005057769385831681,-0.001591979998808557
wine_quality_iter7,mlp,shap,3,1,0.07084218305664562,-0.026234760638121662,0.012828474350191717,0.004735806738828174,0.008962866839417159,0.0053171773806159894,0.03967893815548207,0.07392358768417488,-0.001591979998808557
wine_quality_iter7,mlp,shap,4,1,0.07084218305664562,-0.0008498148641961634,0.012099438336142215,0.030938298222455314,0.004891373300890832,0.003276647080704881,0.02840369230061218,0.07644615139307331,-0.001591979998808557
wine_quality_iter7,mlp,shap,5,0,0.07084218305664562,-0.03967727132933037,-0.028514629682942154,0.0028101902051176943,0.010203713464922484,0.009406538851859337,0.046712563788388596,-0.007649161491147339,-0.001591979998808557
wine_quality_iter7,mlp,shap,6,1,0.07084218305664562,-0.013239789393085717,0.014624443061840797,0.06740771285425388,0.007234331896671872,0.0028778236130108867,-0.092932939294439,0.04456810825146159,-0.001591979998808557
wine_quality_iter7,mlp,shap,7,0,0.07084218305664562,0.02308959573207097,-0.0028320318098852687,-0.0202123010933617,0.006600181508004213,-0.013162541525240561,-0.06736842949339099,0.024130340380791947,-0.001591979998808557
wine_quality_iter7,mlp,shap,8,1,0.07084218305664562,-0.0022082742309067482,0.037709189801862324,-0.008946323592092874,0.013389422522359709,0.007639765161952671,0.06440978919220709,0.0527894316321654,-0.001591979998808557
wine_quality_iter7,mlp,shap,9,1,0.07084218305664562,-0.03313106523355935,-0.016504647193592518,0.020132825651066152,0.01291602752666112,0.001378756065617534,0.027458278192377755,0.03801829577392927,-0.001591979998808557
wine_quality_iter7,mlp,shap,10,0,0.07084218305664562,0.007057512035873105,-0.008504051675835823,-0.014545755079596075,0.00840131996260892,0.0024859945152650442,-0.0619868194415564,-0.028541379724612216,-0.001591979998808557
wine_quality_iter7,mlp,shap,11,0,0.07084218305664562,0.007511416614437681,-0.03119222320234164,-0.016809395316701687,0.008724215252277165,0.0013827196260292884,-0.06272719095723746,-0.021906151905273778,-0.001591979998808557
wine_quality_iter7,mlp,shap,12,1,0.07084218305664562,-0.02417177689381133,-0.03788304635347454,0.039725168450520536,0.008908113327163875,0.0013873189802353497,0.0019779148564124777,0.11531715617347972,-0.001591979998808557
wine_quality_iter7,mlp,shap,13,1,0.07084218305664562,-0.012522229746038643,0.03764365681962216,-0.021742969123653394,0.012667484464116969,0.00942360148516107,0.06316675712392003,0.025263406312563907,-0.001591979998808557
wine_quality_iter7,mlp,shap,14,1,0.07084218305664562,-0.013657799551720608,0.04964088640588543,-0.006413539964637394,0.016205114205077864,0.010960395369173846,0.08853387016188957,0.011861075891297817,-0.001591979998808557
wine_quality_iter7,mlp,shap,15,0,0.07084218305664562,0.009564674138995446,-0.04854621271428823,-0.01510283791429396,-0.02294888670382262,0.007608155102465514,-0.044525697077914435,-0.07368798470499857,-0.001591979998808557
wine_quality_iter7,mlp,shap,16,1,0.07084218305664562,-0.016823165502412866,0.033017477204293114,-0.007437034736186139,0.012414252450723811,0.006073389873181523,0.0013806837589749321,0.07316196363160014,-0.001591979998808557
wine_quality_iter7,mlp,shap,17,0,0.07084218305664562,0.012933086881025123,-0.057993539109307525,0.1309445560734458,-0.043098715836857655,-0.0025814867858867108,-0.04666224397800775,-0.04617869831799042,-0.001591979998808557
wine_quality_iter7,mlp,shap,18,1,0.07084218305664562,0.002241269518986323,0.03360994690585701,0.00019759950047235075,0.0054945146472571964,0.0032535632898956254,0.0341715332510925,0.09106806715984472,-0.001591979998808557
wine_quality_iter7,mlp,shap,19,0,0.07084218305664562,0.004844103296706884,-0.033211624774495144,-0.011108677146799384,0.005593534150866989,0.005841568531434409,-0.058425249707895234,0.021475437284198182,-0.001591979998808557
wine_quality_iter7,mlp,shap,20,1,0.07084218305664562,0.00013187636304037853,0.012738433216080994,-0.014867239696256826,0.010146769643812366,-0.0008550794962998565,0.001210029458988708,0.05761941087305973,-0.001591979998808557
wine_quality_iter7,mlp,shap,21,1,0.07084218305664562,0.022266742425250886,-0.0332518353393717,-0.0010652200146254315,0.006053856571679117,-0.020693043905409252,-0.0586486375125827,0.11940827147946456,-0.001591979998808557
wine_quality_iter7,mlp,shap,22,0,0.07084218305664562,-0.03837244110502598,0.016049493021253202,-0.024908484389439146,0.005887793616934069,0.01560140227960361,0.03382120186810954,-0.05907792171497476,-0.001591979998808557
wine_quality_iter7,mlp,shap,23,1,0.07084218305664562,-0.018785295052515263,0.04146336639948151,-0.00942290918730995,0.014947447402627894,0.002354111740495407,0.08437925854772868,-0.020721481312271004,-0.001591979998808557
wine_quality_iter7,mlp,shap,24,0,0.07084218305664562,0.024984138559399866,-0.00825242703528092,-0.02859094198970566,0.006959745106543158,-0.002553340099042456,-0.09878573903943583,-0.08188579461499772,-0.001591979998808557
wine_quality_iter7,mlp,shap,25,0,0.07084218305664562,0.009739607898279554,-0.06330707453573352,-0.017632566586327877,0.006099246970544953,-0.01610663858170699,-0.05306480178848283,-0.0960580026406126,-0.001591979998808557
wine_quality_iter7,mlp,shap,26,1,0.07084218305664562,0.012273230097996838,-0.02740520587334267,0.04120238202313579,-0.0033748174038452927,0.0023761706073314355,0.0060712812306025045,0.009235589020909448,-0.001591979998808557
wine_quality_iter7,mlp,shap,27,0,0.07084218305664562,-0.019451915626942876,0.010515386710154876,0.0017434984546550508,0.0016125557777699473,0.010228200097851478,-0.025185903065698085,-0.05536964922993277,-0.001591979998808557
wine_quality_iter7,mlp,shap,28,1,0.07084218305664562,-0.017134147248752826,0.03554047898740773,0.007616235212092011,0.011269003819032954,0.006220254895615076,0.025383078241413677,0.024111110458607594,-0.001591979998808557
wine_quality_iter7,mlp,shap,29,0,0.07084218305664562,0.006746883240183715,-0.006225503151315256,-0.0198491493424217,-0.018122675904369622,-0.011057390305367159,-0.03939196000905919,-0.13122085646968393,-0.001591979998808557
wine_quality_iter7,mlp,shap,30,1,0.07084218305664562,0.0007037947299606818,-0.013773804281056954,0.0021295833292898046,0.005253361365297298,-0.0008193463248101496,0.0717248982106481,-0.014438966022524622,-0.001591979998808557
wine_quality_iter7,mlp,shap,31,1,0.07084218305664562,0.0026082304693185315,0.05411456957841526,-0.01192904695677448,0.012432971499287121,0.013159106526619318,0.048263833461663595,-0.09600979439341098,-0.001591979998808557
wine_quality_iter7,mlp,shap,32,0,0.07084218305664562,0.011246045968007429,-0.09562547625571267,-0.018675746264638946,0.007164248813339358,-0.0029915871168232355,-0.09332415933055525,-0.07117902447138619,-0.001591979998808557
wine_quality_iter7,mlp,shap,33,0,0.07084218305664562,0.013829237727427852,-0.06427537962562323,-0.0007637397233983545,0.007176372518169329,-0.0027170831811078873,-0.04373882889324597,0.03005051953329153,-0.001591979998808557
wine_quality_iter7,mlp,shap,34,1,0.07084218305664562,-0.003594719768116289,0.01358670104718031,0.027816468990602333,0.01107228192135741,0.001457686880296382,0.04271887973660516,0.06932941614571721,-0.001591979998808557
wine_quality_iter7,mlp,shap,35,0,0.07084218305664562,-0.040826748935130455,-0.03542437886853354,0.07214474722279068,0.005383503936749664,-0.003926925830024526,0.017820064510617895,-0.04220016423790226,-0.001591979998808557
wine_quality_iter7,mlp,shap,36,0,0.07084218305664562,0.013060807769251604,-0.0024998335710866987,-0.010312865411678479,0.0036876739639338236,0.004128283633963049,-0.01685531048902446,-0.058932269003392324,-0.001591979998808557
wine_quality_iter7,mlp,shap,37,0,0.07084218305664562,0.00540747993936138,-0.057449941232991526,-0.012923935085343985,-0.0011502735097057848,0.0076255030184983795,-0.05851726442670969,-0.04196794521827727,-0.001591979998808557
wine_quality_iter7,mlp,shap,38,0,0.07084218305664562,0.010411619261289203,0.013458685756493798,0.0038759823831228044,0.004295902110827288,0.011657855474413926,-0.047614979610229105,-0.05408449792135983,-0.001591979998808557
wine_quality_iter7,mlp,shap,39,1,0.07084218305664562,0.006160008347842224,0.020206202327140654,-0.010916354228970972,0.008083148886459845,-0.0059632336718094675,-0.013044592062550315,0.05143130283065874,-0.001591979998808557
wine_quality_iter7,mlp,shap,40,0,0.07084218305664562,0.0061996287141582096,-0.06036135203795228,0.003666596084614726,0.009149353043363829,0.006603984497078119,-0.03308104972276604,-0.11191210633423514,-0.001591979998808557
wine_quality_iter7,mlp,shap,41,1,0.07084218305664562,0.0018304769621118877,0.042317739509510024,0.023079879759868784,0.009080027128150175,0.004998960988152603,-0.019985590099251292,0.07260877119643337,-0.001591979998808557
wine_quality_iter7,mlp,shap,42,0,0.07084218305664562,0.014023171819937492,-0.008433638417568003,-0.013759372065273605,0.009257726854620795,0.009189270859918525,-0.025820930436826664,-0.1136685191219051,-0.001591979998808557
wine_quality_iter7,mlp,shap,43,0,0.07084218305664562,0.0026207254058766005,-0.051965572644338855,-0.015516533953284409,0.016219857389127738,-0.05302599387714161,0.08067849453593225,-0.06743428902502674,-0.001591979998808557
wine_quality_iter7,mlp,shap,44,0,0.07084218305664562,0.004414795386048895,-0.044176331237777214,0.07906555528933301,0.008160566170955685,-0.0032015713637238152,-0.06504461463527138,-0.06665734106995463,-0.001591979998808557
wine_quality_iter7,mlp,shap,45,0,0.07084218305664562,-0.09577180117464214,-0.057328641528311415,0.02279765370373535,0.0033386354788373374,-0.008713210726586658,-0.004603190290240189,0.017643550418508354,-0.001591979998808557
wine_quality_iter7,mlp,shap,46,0,0.07084218305664562,0.012034128756695564,-0.016999255350548702,-0.013772544030359378,0.005862512656729728,-0.008995827738836998,0.05102333371401265,-0.03883226198700321,-0.001591979998808557
wine_quality_iter7,mlp,shap,47,1,0.07084218305664562,-0.0041326557719335855,0.013058456575204602,0.04345982597533596,0.013534114178502109,0.003141562683787515,0.04542671067128461,0.03842227737791151,-0.001591979998808557
wine_quality_iter7,mlp,shap,48,0,0.07084218305664562,0.00983192762421376,-0.04322873825814588,-0.018241633148011107,0.005314676569767834,-0.005634169324331883,-0.04217325198617608,-0.12591846141281898,-0.001591979998808557
wine_quality_iter7,mlp,shap,49,0,0.07084218305664562,0.010494638038969738,0.04398028066470498,-0.022043343955862382,0.00668888080332955,-0.010774589535872401,-0.07164626695747886,-0.09172012377966997,-0.001591979998808557
wine_quality_iter7,mlp,shap,50,0,0.07084218305664562,0.010068189565351559,0.026523109892785755,0.003885031805370275,-0.014358844519643974,0.0015433384770110956,0.0046417192871862824,-0.090840922251562,-0.001591979998808557
wine_quality_iter7,mlp,shap,51,0,0.07084218305664562,-0.04864528048346874,-0.034384504103344,-0.005733901938976188,0.009990410732698945,0.0061619208930502704,0.003172259975101843,-0.09361656387401356,-0.001591979998808557
wine_quality_iter7,mlp,shap,52,1,0.07084218305664562,0.0053547290303221995,-0.006092818680154533,0.0637047385072314,-0.03722307110717003,0.0016393573211008136,0.03327705458106788,-0.017283663549920968,-0.001591979998808557
wine_quality_iter7,mlp,shap,53,1,0.07084218305664562,0.004187989022869321,-0.02216922713491394,-0.019469071042079115,0.011209448394484987,-0.046712460007805,0.045262535792321625,0.10272784668474609,-0.001591979998808557
wine_quality_iter7,mlp,shap,54,1,0.07084218305664562,-0.006846652310682695,0.031366220891421034,-0.004884243617891793,0.01120383731938987,-8.98545912224602e-05,0.03257915307232085,0.09323774141870127,-0.001591979998808557
wine_quality_iter7,mlp,shap,55,1,0.07084218305664562,-0.013226842342879309,-0.02976829222898114,0.035199211226987645,0.013117847934146923,-0.004506942615895376,0.0976923975602283,0.0984412675069801,-0.001591979998808557
wine_quality_iter7,mlp,shap,56,1,0.07084218305664562,-0.003950417871849618,0.04908224907727567,-0.01699272654664055,0.00987682056828187,0.004618017409856464,-0.06993946866251709,0.08251820209221186,-0.001591979998808557
wine_quality_iter7,mlp,shap,57,1,0.07084218305664562,-0.012990522639000331,-0.053469081232835926,0.014739066293333443,8.539880097128451e-05,-0.0011148725605600596,0.011366336311012396,0.04403876347010162,-0.001591979998808557
wine_quality_iter7,mlp,shap,58,0,0.07084218305664562,-0.043292802677868364,0.048388404980328995,-0.01343010433645913,0.012800842520163315,0.012143066319544843,-0.015091334085215548,-0.056904795266851556,-0.001591979998808557
wine_quality_iter7,mlp,shap,59,1,0.07084218305664562,-0.0014300597524577225,0.015107077926724808,0.05955905364792201,0.003713011891741474,6.915484210509582e-05,0.030913824256741513,-0.01635912292169566,-0.001591979998808557
wine_quality_iter7,mlp,shap,60,1,0.07084218305664562,-0.023083997009929278,-0.011554331460715214,0.0035805012263876545,-0.0003041958314922294,0.004278961905029214,0.04782773109173379,0.07198382521832807,-0.001591979998808557
wine_quality_iter7,mlp,shap,61,0,0.07084218305664562,0.003070356459953738,-0.08861221240594591,0.019417717535144194,-0.012662071083218684,0.006006627804002584,-0.10315382417386916,-0.0846072736917397,-0.001591979998808557
wine_quality_iter7,mlp,shap,62,1,0.07084218305664562,-0.007340029724515389,-0.0059979963264404305,0.132410035540278,-0.025206782395641003,-0.000426792913140411,0.016004253280086367,-0.10201094238994968,-0.001591979998808557
wine_quality_iter7,mlp,shap,63,1,0.07084218305664562,-0.006810637791078169,0.0255838967207478,-0.0230890944182545,0.0073609432785502315,0.009780095418021365,0.054195849591449866,-0.00034413856600890025,-0.001591979998808557
wine_quality_iter7,mlp,shap,64,1,0.07084218305664562,0.0036354606152399632,-0.03327405295188061,-0.01898686514232621,0.01796813321637578,-0.014072925029765985,0.0852015252605134,-0.02300496974025233,-0.001591979998808557
wine_quality_iter7,mlp,shap,65,0,0.07084218305664562,0.004181324249413118,0.012247255039657168,-0.013850025064533675,0.009779562165094126,0.0036550462209097023,-0.0369042809669187,-0.11325077429686702,-0.001591979998808557
wine_quality_iter7,mlp,shap,66,1,0.07084218305664562,0.0078312187972086,-0.0017021111622725477,0.05126528906953199,0.008229928997246363,-0.001408296299504716,-0.0021034830268268265,0.018171571818463527,-0.001591979998808557
wine_quality_iter7,mlp,shap,67,1,0.07084218305664562,0.0005763753227917279,-0.011174885528264445,0.016780116887756255,-0.021463191571198456,0.0242238440413723,0.14054601610962267,-0.08300871200750368,-0.001591979998808557
wine_quality_iter7,mlp,shap,68,1,0.07084218305664562,0.0024336167538177578,0.04706558701688,-0.007144769231614785,0.010195426352376722,0.005334390393106884,-0.03153384505760864,0.08891532035769657,-0.001591979998808557
