appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,a8_i,a9_i,intercept
wine_quality_iter10,mlp,shap,0,1,0.05335923909746292,0.0,0.014996454300551092,0.06603775165629976,0.007653814817355735,0.0,0.01496835371790394,0.021285047542846207,0.0,0.021583557963190458,0.02968084643213409,0.0037284639735635228
wine_quality_iter10,mlp,shap,1,1,0.05335923909746292,0.002587583066903626,0.04437796323974673,0.025338003069716158,0.0,0.027238945398901638,0.0035343156380224033,0.01229086467348631,0.0,0.06642545080500935,0.009740870203060957,0.0037284639735635228
wine_quality_iter10,mlp,shap,2,0,0.05335923909746292,0.0,0.012013820520532873,0.0,0.0,0.06444486529296284,0.025259984405785193,0.011674306421069886,0.008464363914100229,0.0037645864650727467,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,3,1,0.05335923909746292,0.0,0.015837033793679265,0.031191003264771713,0.0036230292182497523,0.0011384971994823356,0.019468488808003812,0.014583716451188148,0.0,0.03094565614822558,0.04102680460072857,0.0037284639735635228
wine_quality_iter10,mlp,shap,4,1,0.05335923909746292,0.002686332513519102,0.018926430942748835,0.02218599149733846,0.02692666706607484,0.011964761377863778,0.0,0.0067506557186071455,0.0,0.026486999242030965,0.05657787811916244,0.0037284639735635228
wine_quality_iter10,mlp,shap,5,1,0.05335923909746292,0.0,0.0,0.03782012996871601,0.0025272956458051374,0.00418632495621848,0.023375422326468102,0.016392737592448827,0.0,0.03323501043075693,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,6,1,0.05335923909746292,0.0,0.019105222265159868,0.028165834267977398,0.06605177083024269,0.02174661264634861,0.025221964929904445,0.03670002740269383,0.0,0.0,0.02236365969613491,0.0037284639735635228
wine_quality_iter10,mlp,shap,7,0,0.05335923909746292,0.0045577111644545054,0.00554484774087927,0.04202899315267668,0.015607410505822246,0.0,0.0,0.0,0.0,0.053353781004684256,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,8,1,0.05335923909746292,0.0026745044339108776,0.05266751391999082,0.009212545103982573,0.0,0.02298873040748363,0.01493262095304639,0.021605224919173348,0.0,0.050193779302871236,0.032587425448938626,0.0037284639735635228
wine_quality_iter10,mlp,shap,9,1,0.05335923909746292,0.0,0.0,0.06875280151681545,0.022166846781094613,0.0,0.024419619868224017,0.036666366844966755,0.0,0.018462914932241743,0.020615151923335115,0.0037284639735635228
wine_quality_iter10,mlp,shap,10,0,0.05335923909746292,0.0,0.013603757363971531,0.0,0.015534717687729762,0.0,0.0,0.0,0.0,0.047729650780590424,0.018331648712643474,0.0037284639735635228
wine_quality_iter10,mlp,shap,11,0,0.05335923909746292,0.0002318882926393706,0.047189106914443404,0.06093799187338401,0.014480679417523741,0.005850301489224854,0.0,0.0,0.0,0.04466465200672785,0.01624611624384637,0.0037284639735635228
wine_quality_iter10,mlp,shap,12,1,0.05335923909746292,0.0013188918128038867,0.0,0.06782672881128851,0.05050606134961675,0.0017580041075147314,0.022581342221283246,0.028667397394074694,0.0,0.0005751647360700829,0.06969211173784536,0.0037284639735635228
wine_quality_iter10,mlp,shap,13,1,0.05335923909746292,0.0005328896105510628,0.05168809583933149,0.011086717893833437,0.0,0.01290729293814076,0.018553327289967114,0.020082659010516035,0.0,0.04905256771165837,0.012822427073742563,0.0037284639735635228
wine_quality_iter10,mlp,shap,14,1,0.05335923909746292,0.0026189426298769136,0.06175891038513104,0.02845132092226602,0.0,0.02015676746350149,0.018519572915949384,0.02161947959281795,0.0,0.058230026063158954,0.004388697923073443,0.0037284639735635228
wine_quality_iter10,mlp,shap,15,0,0.05335923909746292,6.556608299115863e-05,0.06080116730660974,0.005765520103306495,0.007588400412316801,0.00010979552689585145,0.0,0.04488618807875687,0.0012037774313113673,0.03647193638149023,0.04214646958811402,0.0037284639735635228
wine_quality_iter10,mlp,shap,16,1,0.05335923909746292,0.0,0.04384038630776864,0.026613904592462784,0.0,0.02341915706689423,0.020738997667640136,0.029792303199372646,0.0,0.0011602290031547113,0.03492834881528583,0.0037284639735635228
wine_quality_iter10,mlp,shap,17,0,0.05335923909746292,0.0,0.06943979255029509,0.03658801059804338,0.0,0.06946268545762756,0.11810408876934775,0.06885036210416925,0.0,0.03247746249460149,0.026676504855562812,0.0037284639735635228
wine_quality_iter10,mlp,shap,18,1,0.05335923909746292,0.0029841648652791995,0.05340836193247086,0.018259689302856857,0.0,0.011147889389101532,0.006893845120182175,0.006454295788661921,0.0020969559184204514,0.029085876351883064,0.060111149464602,0.0037284639735635228
wine_quality_iter10,mlp,shap,19,0,0.05335923909746292,0.0,0.0457922855857766,0.02925825690218994,0.011184937618605296,0.060119218246969856,0.0,0.0,0.006777025246618083,0.0387908724917763,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,20,1,0.05335923909746292,0.0017025884506559877,0.018773004939348612,0.017525681514407816,0.0,0.01744331832369616,0.024636430623895613,0.02878409015074466,0.005653500564234869,0.0014441269639509646,0.03060279323085484,0.0037284639735635228
wine_quality_iter10,mlp,shap,21,0,0.05335923909746292,0.006419726792616036,0.05590183473567423,0.04538293609032874,0.0019502573094748316,0.0,0.002456871452542326,0.0,0.0,0.04995638758433074,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,22,0,0.05335923909746292,0.010231135247658462,0.0,0.0,0.02037009263643712,0.015376231891520419,0.007609031443132758,0.0,0.03058059060423585,0.0,0.035687973287430765,0.0037284639735635228
wine_quality_iter10,mlp,shap,23,1,0.05335923909746292,0.004460484592524845,0.04780606918060245,0.04166949322290825,0.0,0.02452011487517794,0.018233085224496993,0.023594647333661626,0.0016252341809011306,0.05135327407012793,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,24,0,0.05335923909746292,0.003079909266436615,0.012724982262918873,0.05674171321739936,0.028533623319526344,0.0,0.0,0.0,0.0,0.07351571836068739,0.056779894166431595,0.0037284639735635228
wine_quality_iter10,mlp,shap,25,0,0.05335923909746292,0.000964115494487161,0.09281223353793368,0.05843405600556466,0.011227609589616345,0.0,0.0,0.0,0.0,0.041678906124624125,0.06023725438114227,0.0037284639735635228
wine_quality_iter10,mlp,shap,26,0,0.05335923909746292,0.002702196544105631,0.04107187967707646,0.003809719572221302,0.0,0.0028839902634992987,0.0,0.027548493818142273,0.0,0.0,0.0,0.0037284639735635228
wine_quality_iter10,mlp,shap,27,0,0.05335923909746292,0.00318791675963012,0.0,0.0,0.0,0.012760505587850746,0.0,0.007849142379070617,0.005677805988456933,0.018724390381648106,0.03483997217584764,0.0037284639735635228
