appId,modelName,expMethod,instanceId,pred,i_max,a0_i,intercept
wine_quality_iter1,mlp,shap,0,1,0.049860019064866715,0.011485185646093687,-0.00872990133670648
wine_quality_iter1,mlp,shap,1,1,0.049860019064866715,0.02766671421436151,-0.00872990133670648
wine_quality_iter1,mlp,shap,2,0,0.049860019064866715,0.0050701236495606095,-0.00872990133670648
wine_quality_iter1,mlp,shap,3,1,0.049860019064866715,0.011485185646093687,-0.00872990133670648
wine_quality_iter1,mlp,shap,4,1,0.049860019064866715,0.01321199180988153,-0.00872990133670648
wine_quality_iter1,mlp,shap,5,0,0.049860019064866715,0.01970923302265326,-0.00872990133670648
wine_quality_iter1,mlp,shap,6,1,0.049860019064866715,0.01321199180988153,-0.00872990133670648
wine_quality_iter1,mlp,shap,7,0,0.049860019064866715,0.0008820032844177872,-0.00872990133670648
wine_quality_iter1,mlp,shap,8,1,0.049860019064866715,0.03340592625049432,-0.00872990133670648
wine_quality_iter1,mlp,shap,9,0,0.049860019064866715,0.011348400093042055,-0.00872990133670648
wine_quality_iter1,mlp,shap,10,0,0.049860019064866715,0.0050701236495606095,-0.00872990133670648
wine_quality_iter1,mlp,shap,11,0,0.049860019064866715,0.021797213531457582,-0.00872990133670648
wine_quality_iter1,mlp,shap,12,0,0.049860019064866715,0.030137393451654115,-0.00872990133670648
wine_quality_iter1,mlp,shap,13,1,0.049860019064866715,0.03149345161823114,-0.00872990133670648
wine_quality_iter1,mlp,shap,14,1,0.049860019064866715,0.044863309883154234,-0.00872990133670648
wine_quality_iter1,mlp,shap,15,0,0.049860019064866715,0.03221923468204657,-0.00872990133670648
wine_quality_iter1,mlp,shap,16,1,0.049860019064866715,0.025752451442755064,-0.00872990133670648
wine_quality_iter1,mlp,shap,17,0,0.049860019064866715,0.05890930054279486,-0.00872990133670648
wine_quality_iter1,mlp,shap,18,1,0.049860019064866715,0.03149345161823114,-0.00872990133670648
wine_quality_iter1,mlp,shap,19,0,0.049860019064866715,0.021797213531457582,-0.00872990133670648
wine_quality_iter1,mlp,shap,20,1,0.049860019064866715,0.011485185646093687,-0.00872990133670648
wine_quality_iter1,mlp,shap,21,0,0.049860019064866715,0.02701211330982367,-0.00872990133670648
wine_quality_iter1,mlp,shap,22,1,0.049860019064866715,0.01321199180988153,-0.00872990133670648
wine_quality_iter1,mlp,shap,23,1,0.049860019064866715,0.03340592625049432,-0.00872990133670648
wine_quality_iter1,mlp,shap,24,0,0.049860019064866715,0.0050701236495606095,-0.00872990133670648
wine_quality_iter1,mlp,shap,25,0,0.049860019064866715,0.052669707513772646,-0.00872990133670648
wine_quality_iter1,mlp,shap,26,0,0.049860019064866715,0.021797213531457582,-0.00872990133670648
wine_quality_iter1,mlp,shap,27,1,0.049860019064866715,0.009592738174475035,-0.00872990133670648
wine_quality_iter1,mlp,shap,28,1,0.049860019064866715,0.02766671421436151,-0.00872990133670648
wine_quality_iter1,mlp,shap,29,0,0.049860019064866715,0.002976272083245912,-0.00872990133670648
wine_quality_iter1,mlp,shap,30,0,0.049860019064866715,0.009256277061425844,-0.00872990133670648
wine_quality_iter1,mlp,shap,31,1,0.049860019064866715,0.04104777815250238,-0.00872990133670648
wine_quality_iter1,mlp,shap,32,0,0.049860019064866715,0.07905507443042914,-0.00872990133670648
wine_quality_iter1,mlp,shap,33,0,0.049860019064866715,0.047395471311532655,-0.00872990133670648
wine_quality_iter1,mlp,shap,34,1,0.049860019064866715,0.01321199180988153,-0.00872990133670648
wine_quality_iter1,mlp,shap,35,0,0.049860019064866715,0.029095921493493715,-0.00872990133670648
wine_quality_iter1,mlp,shap,36,0,0.049860019064866715,0.0008820032844177872,-0.00872990133670648
wine_quality_iter1,mlp,shap,37,0,0.049860019064866715,0.041908535934411684,-0.00872990133670648
wine_quality_iter1,mlp,shap,38,1,0.049860019064866715,0.011485185646093687,-0.00872990133670648
wine_quality_iter1,mlp,shap,39,1,0.049860019064866715,0.01666524650958856,-0.00872990133670648
wine_quality_iter1,mlp,shap,40,0,0.049860019064866715,0.047395471311532655,-0.00872990133670648
wine_quality_iter1,mlp,shap,41,1,0.049860019064866715,0.03340592625049432,-0.00872990133670648
wine_quality_iter1,mlp,shap,42,0,0.049860019064866715,0.0050701236495606095,-0.00872990133670648
wine_quality_iter1,mlp,shap,43,0,0.049860019064866715,0.039160374380075136,-0.00872990133670648
wine_quality_iter1,mlp,shap,44,0,0.049860019064866715,0.03533932921978156,-0.00872990133670648
wine_quality_iter1,mlp,shap,45,0,0.049860019064866715,0.0460249817142121,-0.00872990133670648
wine_quality_iter1,mlp,shap,46,0,0.049860019064866715,0.011348400093042055,-0.00872990133670648
wine_quality_iter1,mlp,shap,47,1,0.049860019064866715,0.014938738369024596,-0.00872990133670648
wine_quality_iter1,mlp,shap,48,0,0.049860019064866715,0.03221923468204657,-0.00872990133670648
wine_quality_iter1,mlp,shap,49,1,0.049860019064866715,0.03531756641773065,-0.00872990133670648
wine_quality_iter1,mlp,shap,50,1,0.049860019064866715,0.01839169504550775,-0.00872990133670648
wine_quality_iter1,mlp,shap,51,0,0.049860019064866715,0.023884031749688783,-0.00872990133670648
wine_quality_iter1,mlp,shap,52,0,0.049860019064866715,0.0050701236495606095,-0.00872990133670648
wine_quality_iter1,mlp,shap,53,0,0.049860019064866715,0.01970923302265326,-0.00872990133670648
wine_quality_iter1,mlp,shap,54,1,0.049860019064866715,0.02766671421436151,-0.00872990133670648
wine_quality_iter1,mlp,shap,55,0,0.049860019064866715,0.031178507781945863,-0.00872990133670648
wine_quality_iter1,mlp,shap,56,1,0.049860019064866715,0.037228491329229674,-0.00872990133670648
wine_quality_iter1,mlp,shap,57,0,0.049860019064866715,0.039160374380075136,-0.00872990133670648
wine_quality_iter1,mlp,shap,58,1,0.049860019064866715,0.037228491329229674,-0.00872990133670648
wine_quality_iter1,mlp,shap,59,1,0.049860019064866715,0.014938738369024596,-0.00872990133670648
wine_quality_iter1,mlp,shap,60,0,0.049860019064866715,0.009256277061425844,-0.00872990133670648
wine_quality_iter1,mlp,shap,61,0,0.049860019064866715,0.07547524926754157,-0.00872990133670648
wine_quality_iter1,mlp,shap,62,0,0.049860019064866715,0.0050701236495606095,-0.00872990133670648
wine_quality_iter1,mlp,shap,63,1,0.049860019064866715,0.020117785953558287,-0.00872990133670648
wine_quality_iter1,mlp,shap,64,0,0.049860019064866715,0.023884031749688783,-0.00872990133670648
wine_quality_iter1,mlp,shap,65,1,0.049860019064866715,0.011485185646093687,-0.00872990133670648
wine_quality_iter1,mlp,shap,66,0,0.049860019064866715,0.0008820032844177872,-0.00872990133670648
wine_quality_iter1,mlp,shap,67,0,0.049860019064866715,0.009256277061425844,-0.00872990133670648
wine_quality_iter1,mlp,shap,68,1,0.049860019064866715,0.037228491329229674,-0.00872990133670648
wine_quality_iter1,mlp,shap,69,1,0.049860019064866715,0.0708963537445434,-0.00872990133670648
wine_quality_iter1,mlp,shap,70,1,0.049860019064866715,0.03149345161823114,-0.00872990133670648
wine_quality_iter1,mlp,shap,71,0,0.049860019064866715,0.021797213531457582,-0.00872990133670648
wine_quality_iter1,mlp,shap,72,1,0.049860019064866715,0.009592738174475035,-0.00872990133670648
wine_quality_iter1,mlp,shap,73,1,0.049860019064866715,0.03340592625049432,-0.00872990133670648
wine_quality_iter1,mlp,shap,74,1,0.049860019064866715,0.014938738369024596,-0.00872990133670648
wine_quality_iter1,mlp,shap,75,0,0.049860019064866715,0.01553053019138495,-0.00872990133670648
