appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,intercept
wine_quality_iter8,mlp,shap,0,1,0.0738999179252355,0.01371833384309932,0.021662779248220645,0.008998881302050694,-0.02699312500645414,0.004733664564883847,0.004942836896840473,0.023655252445100278,0.07098985508367442,-0.01678636257465066
wine_quality_iter8,mlp,shap,1,1,0.0738999179252355,0.007103117748075024,0.049547467082892344,-0.008438161121862103,0.005809625603562283,0.004161320235801962,0.007037309584644472,0.0591920327209788,0.02360984628482791,-0.01678636257465066
wine_quality_iter8,mlp,shap,2,0,0.0738999179252355,0.009882623273214059,-0.013013508884294233,0.005929141715458915,-0.03302041796337973,0.0015168100234714667,0.009638664470149732,-0.0022389462949612762,0.009807774347403231,-0.01678636257465066
wine_quality_iter8,mlp,shap,3,1,0.0738999179252355,0.011618421608087535,0.020473796589958435,0.005696570831112205,0.007122570206922883,0.005694523146904815,0.0029091582444048525,0.028294208906164534,0.0849391806451603,-0.01678636257465066
wine_quality_iter8,mlp,shap,4,1,0.0738999179252355,0.004957779502946455,0.02124716245917256,-0.019668699175958558,0.007042681686614244,0.0031584637473259258,0.0016223944399178514,0.026294687796663864,0.10954563227604941,-0.01678636257465066
wine_quality_iter8,mlp,shap,5,0,0.0738999179252355,0.007387200686517769,-0.0448280332871497,0.004360869619296,0.008179109328965442,0.005207041292928882,0.0028292149381588996,0.03332948668615976,-0.005922470858317208,-0.01678636257465066
wine_quality_iter8,mlp,shap,6,0,0.0738999179252355,0.0070519806689415465,0.01954829649107646,-0.026789381361511908,0.011199179735365574,0.004400298949825714,0.0006276943279948707,-0.07762638990352799,0.06626784782435383,-0.01678636257465066
wine_quality_iter8,mlp,shap,7,0,0.0738999179252355,-0.015744092491960265,-0.003997220990705139,-0.005738663420323358,0.012567727559437135,0.006002714837109832,-0.009501518329397348,-0.057090857024338616,0.03362884216940178,-0.01678636257465066
wine_quality_iter8,mlp,shap,8,1,0.0738999179252355,0.006878751825793749,0.05610197655610985,-0.0011652817406210547,0.006418785236421054,0.004063993288586114,0.0035433142260741157,0.04277143766878393,0.058322959793288026,-0.01678636257465066
wine_quality_iter8,mlp,shap,9,0,0.0738999179252355,0.00752484158295522,-0.027631067997765726,0.005726411073526593,-0.04181089538807937,0.004038557582381329,-0.006541044798103083,0.019866488421874804,0.05204656857308062,-0.01678636257465066
wine_quality_iter8,mlp,shap,10,0,0.0738999179252355,-0.0024322422381640924,-0.013294349859635811,-0.004351366398917462,0.012548712010737545,0.0059497245131981185,0.0007163276514140782,-0.05088253725367854,-0.036334350914847845,-0.01678636257465066
wine_quality_iter8,mlp,shap,11,0,0.0738999179252355,-0.002737096114793735,-0.04611706924788495,-0.006273833460791977,0.0005352148863968231,0.004018104138337232,0.0005737793392709534,-0.047919400461468364,-0.028199495666936678,-0.01678636257465066
wine_quality_iter8,mlp,shap,12,1,0.0738999179252355,0.005698125383206,-0.05869231271165191,0.0015473867777475727,0.0045116437523329,0.004864254310904539,-0.0012910187816172342,0.0010904438627863532,0.14665509091935797,-0.01678636257465066
wine_quality_iter8,mlp,shap,13,1,0.0738999179252355,0.010592077742774219,0.057558858165323044,-0.007640463922619634,0.00979574021349422,0.005395534954395333,0.00540936481557281,0.04684109313360623,0.03349153090044921,-0.01678636257465066
wine_quality_iter8,mlp,shap,14,1,0.0738999179252355,0.011389111168546118,0.07491870805174249,7.733219347536013e-05,0.008021050124248417,0.005347602132898885,0.0060111138142727215,0.06325908583595716,0.017576111427886967,-0.01678636257465066
wine_quality_iter8,mlp,shap,15,0,0.0738999179252355,-0.0011510672474846495,-0.06741734539011957,-0.002482582633502966,0.006284002801642218,-0.01377403398750577,0.005262486170124514,-0.04098901074410382,-0.08624393843373646,-0.01678636257465066
wine_quality_iter8,mlp,shap,16,1,0.0738999179252355,0.00733232835449294,0.043453473457503645,-0.0004202326041418125,0.001483764487639363,0.003960703985386917,0.0019359656318087349,0.001777613922534011,0.07419734283164488,-0.01678636257465066
wine_quality_iter8,mlp,shap,17,0,0.0738999179252355,-0.011275606329566541,-0.08548414988769037,0.00362775189315917,-0.052128042188002204,-0.02198581209506896,-0.010013042563357642,-0.05319122478930495,-0.06498465113493615,-0.01678636257465066
wine_quality_iter8,mlp,shap,18,1,0.0738999179252355,0.0027230795996175147,0.05409229916298671,0.002592991132548472,0.0075036720344762685,0.003391194352368424,0.001926819399244828,0.02390460295977936,0.10080364332571892,-0.01678636257465066
wine_quality_iter8,mlp,shap,19,0,0.0738999179252355,-0.00016007190730575604,-0.04783399641295495,-0.0024150830678191697,-0.048775878242820835,-0.0013136260843265777,0.007165590498473657,-0.044964697233268174,0.03225179694354148,-0.01678636257465066
wine_quality_iter8,mlp,shap,20,1,0.0738999179252355,0.00456107101266716,0.01969372778936483,-0.00371220136310343,0.012916983220855908,0.006228997849930997,0.00011335395818967697,0.002066046491490425,0.06926973487639401,-0.01678636257465066
wine_quality_iter8,mlp,shap,21,1,0.0738999179252355,-0.01650081064311567,-0.04403239812263562,0.0019443588330489286,0.013272669893832734,0.005342333771018861,-0.008277529268866697,-0.042176386214359395,0.13823542130372435,-0.01678636257465066
wine_quality_iter8,mlp,shap,22,0,0.0738999179252355,0.002010529614531261,0.024335686545494933,-0.010204811178287669,-0.005717059169629867,0.0008302520623348839,0.008650843970897212,0.026468065075334016,-0.07321795293786676,-0.01678636257465066
wine_quality_iter8,mlp,shap,23,1,0.0738999179252355,0.012318272690336508,0.05976865642716001,-0.0005211858232181954,0.008542008306302386,0.006894596705687372,0.0014301601669925138,0.06198326629577987,-0.01739642097582293,-0.01678636257465066
wine_quality_iter8,mlp,shap,24,0,0.0738999179252355,-0.006576041428938591,-0.009932012455674391,-0.011054486892537532,0.02419581515195984,0.006814881357783964,-0.003077252273219308,-0.07360249301882611,-0.10694640118888,-0.01678636257465066
wine_quality_iter8,mlp,shap,25,0,0.0738999179252355,-0.003104603412158596,-0.08501126841009135,-0.0053278715409946125,0.007788108972331049,0.0038147942275456592,-0.015321527172115478,-0.04089739191818355,-0.12343304856562629,-0.01678636257465066
wine_quality_iter8,mlp,shap,26,0,0.0738999179252355,-0.008807838267728619,-0.04604417968826238,-0.007934243221009885,0.0045778970040496894,-0.0034343740723228704,0.0010511750441501502,0.0036027013267741813,0.012996755601725616,-0.01678636257465066
wine_quality_iter8,mlp,shap,27,0,0.0738999179252355,0.009495073605205922,0.016577113321658208,0.004130976377293828,-0.00020399855811407242,-0.00011324246506114882,0.00884162701407082,-0.01946356942433683,-0.07275143388160683,-0.01678636257465066
wine_quality_iter8,mlp,shap,28,1,0.0738999179252355,0.01382312805190576,0.05100910492746275,0.006415047024141293,0.006864462466057701,0.006458982893508009,0.004505502120028759,0.020411450269976584,0.03507220815225826,-0.01678636257465066
wine_quality_iter8,mlp,shap,29,0,0.0738999179252355,-0.001972754694139406,-0.008915722851092208,-0.005895126672434307,0.011728052401355665,-0.010842927629605701,-0.011120663392238132,-0.040204292713585985,-0.16010108415586635,-0.01678636257465066
