appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,intercept
wine_quality_iter8,mlp,shap,0,1,0.07280595544019483,0.01371833384309932,0.021662779248220645,0.008998881302050694,0.0,0.004733664564883847,0.004942836896840473,0.023655252445100278,0.07098985508367442,-0.01678636257465066
wine_quality_iter8,mlp,shap,1,1,0.07280595544019483,0.007103117748075024,0.049547467082892344,0.0,0.005809625603562283,0.004161320235801962,0.007037309584644472,0.0591920327209788,0.02360984628482791,-0.01678636257465066
wine_quality_iter8,mlp,shap,2,0,0.07280595544019483,0.0,0.013013508884294233,0.0,0.03302041796337973,0.0,0.0,0.0022389462949612762,0.0,-0.01678636257465066
wine_quality_iter8,mlp,shap,3,1,0.07280595544019483,0.011618421608087535,0.020473796589958435,0.005696570831112205,0.007122570206922883,0.005694523146904815,0.0029091582444048525,0.028294208906164534,0.0849391806451603,-0.01678636257465066
wine_quality_iter8,mlp,shap,4,1,0.07280595544019483,0.004957779502946455,0.02124716245917256,0.0,0.007042681686614244,0.0031584637473259258,0.0016223944399178514,0.026294687796663864,0.10954563227604941,-0.01678636257465066
wine_quality_iter8,mlp,shap,5,0,0.07280595544019483,0.0,0.0448280332871497,0.0,0.0,0.0,0.0,0.0,0.005922470858317208,-0.01678636257465066
wine_quality_iter8,mlp,shap,6,0,0.07280595544019483,0.0,0.0,0.026789381361511908,0.0,0.0,0.0,0.07762638990352799,0.0,-0.01678636257465066
wine_quality_iter8,mlp,shap,7,0,0.07280595544019483,0.015744092491960265,0.003997220990705139,0.005738663420323358,0.0,0.0,0.009501518329397348,0.057090857024338616,0.0,-0.01678636257465066
wine_quality_iter8,mlp,shap,8,1,0.07280595544019483,0.006878751825793749,0.05610197655610985,0.0,0.006418785236421054,0.004063993288586114,0.0035433142260741157,0.04277143766878393,0.058322959793288026,-0.01678636257465066
wine_quality_iter8,mlp,shap,9,0,0.07280595544019483,0.0,0.027631067997765726,0.0,0.04181089538807937,0.0,0.006541044798103083,0.0,0.0,-0.01678636257465066
wine_quality_iter8,mlp,shap,10,0,0.07280595544019483,0.0024322422381640924,0.013294349859635811,0.004351366398917462,0.0,0.0,0.0,0.05088253725367854,0.036334350914847845,-0.01678636257465066
wine_quality_iter8,mlp,shap,11,0,0.07280595544019483,0.002737096114793735,0.04611706924788495,0.006273833460791977,0.0,0.0,0.0,0.047919400461468364,0.028199495666936678,-0.01678636257465066
