appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,intercept
wine_quality_iter2,mlp,shap,0,0,0.05529794393250573,0.016009661841851125,-0.001789171477923096,-0.02126900782951946
wine_quality_iter2,mlp,shap,1,1,0.05529794393250573,0.03998158350586886,-0.005542035343555213,-0.02126900782951946
wine_quality_iter2,mlp,shap,2,0,0.05529794393250573,-0.007965746579261801,-0.00426061216455248,-0.02126900782951946
wine_quality_iter2,mlp,shap,3,0,0.05529794393250573,0.016009661841851125,-0.001789171477923096,-0.02126900782951946
wine_quality_iter2,mlp,shap,4,0,0.05529794393250573,0.019076256167430194,-0.0016921002704363697,-0.02126900782951946
wine_quality_iter2,mlp,shap,5,0,0.05529794393250573,-0.028550485292306305,-0.005269533567703655,-0.02126900782951946
wine_quality_iter2,mlp,shap,6,0,0.05529794393250573,0.019411558772508886,-0.0026196048236809544,-0.02126900782951946
wine_quality_iter2,mlp,shap,7,0,0.05529794393250573,-0.0032407388091087452,0.004012364951463898,-0.02126900782951946
wine_quality_iter2,mlp,shap,8,1,0.05529794393250573,0.04819536111675793,-0.0008682158703988696,-0.02126900782951946
wine_quality_iter2,mlp,shap,9,0,0.05529794393250573,-0.015098594071773275,-0.006124310940504141,-0.02126900782951946
wine_quality_iter2,mlp,shap,10,0,0.05529794393250573,-0.009187502872485181,-0.0004829789010379615,-0.02126900782951946
wine_quality_iter2,mlp,shap,11,0,0.05529794393250573,-0.033924082609323364,-0.0006664156913756825,-0.02126900782951946
wine_quality_iter2,mlp,shap,12,0,0.05529794393250573,-0.04537017975862201,-0.003616837010933849,-0.02126900782951946
wine_quality_iter2,mlp,shap,13,1,0.05529794393250573,0.045709056865710584,-0.001827298505948205,-0.02126900782951946
wine_quality_iter2,mlp,shap,14,1,0.05529794393250573,0.058412688282819925,-0.00796440541744231,-0.02126900782951946
wine_quality_iter2,mlp,shap,15,0,0.05529794393250573,-0.04879876461166599,-0.0025140850016703853,-0.02126900782951946
wine_quality_iter2,mlp,shap,16,1,0.05529794393250573,0.03819044685134518,-0.003968634456396031,-0.02126900782951946
wine_quality_iter2,mlp,shap,17,0,0.05529794393250573,-0.07585124768889864,0.00823253421829298,-0.02126900782951946
wine_quality_iter2,mlp,shap,18,1,0.05529794393250573,0.04669124059952234,0.0014987414846052705,-0.02126900782951946
wine_quality_iter2,mlp,shap,19,0,0.05529794393250573,-0.03316683339384885,-0.0033724387677815937,-0.02126900782951946
wine_quality_iter2,mlp,shap,20,0,0.05529794393250573,0.01534436946878065,0.001047488301992472,-0.02126900782951946
wine_quality_iter2,mlp,shap,21,0,0.05529794393250573,-0.038595125881525166,0.013486445064728098,-0.02126900782951946
wine_quality_iter2,mlp,shap,22,0,0.05529794393250573,0.01788363089928277,-0.010410177707672247,-0.02126900782951946
wine_quality_iter2,mlp,shap,23,1,0.05529794393250573,0.04893169437463485,0.0014708717282000405,-0.02126900782951946
wine_quality_iter2,mlp,shap,24,0,0.05529794393250573,-0.009417795046017585,0.0007307601089659999,-0.02126900782951946
wine_quality_iter2,mlp,shap,25,0,0.05529794393250573,-0.06954555368194201,0.007570207978670335,-0.02126900782951946
wine_quality_iter2,mlp,shap,26,0,0.05529794393250573,-0.033924082609323364,-0.0006664156913756825,-0.02126900782951946
wine_quality_iter2,mlp,shap,27,0,0.05529794393250573,0.013153248280286967,-0.0024904995583572287,-0.02126900782951946
wine_quality_iter2,mlp,shap,28,1,0.05529794393250573,0.04140458233081379,-0.0007224013025943776,-0.02126900782951946
