appId,instanceId,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,y
wine_quality_iter1,0,10.5,,,,,,,,,,1
wine_quality_iter1,1,11.5,,,,,,,,,,1
wine_quality_iter1,2,12.1,,,,,,,,,,1
wine_quality_iter1,3,9.4,,,,,,,,,,0
wine_quality_iter1,4,12.9,,,,,,,,,,1
wine_quality_iter1,5,12.2,,,,,,,,,,1
wine_quality_iter1,6,11.9,,,,,,,,,,1
wine_quality_iter1,7,9.4,,,,,,,,,,0
wine_quality_iter1,8,9.7,,,,,,,,,,0
wine_quality_iter1,9,9.2,,,,,,,,,,0
wine_quality_iter1,10,10.2,,,,,,,,,,1
wine_quality_iter1,11,11.4,,,,,,,,,,1
wine_quality_iter1,12,13.6,,,,,,,,,,1
wine_quality_iter1,13,11.0,,,,,,,,,,1
wine_quality_iter1,14,11.9,,,,,,,,,,1
wine_quality_iter1,15,9.9,,,,,,,,,,1
wine_quality_iter1,16,13.1,,,,,,,,,,1
wine_quality_iter1,17,10.55,,,,,,,,,,1
wine_quality_iter1,18,11.4,,,,,,,,,,1
wine_quality_iter1,19,10.8,,,,,,,,,,1
wine_quality_iter1,20,11.8,,,,,,,,,,0
wine_quality_iter1,21,11.6,,,,,,,,,,1
wine_quality_iter1,22,11.9,,,,,,,,,,1
wine_quality_iter1,23,10.0,,,,,,,,,,0
wine_quality_iter1,24,11.3,,,,,,,,,,1
wine_quality_iter1,25,12.1,,,,,,,,,,1
wine_quality_iter1,26,10.0,,,,,,,,,,0
wine_quality_iter1,27,11.9,,,,,,,,,,0
wine_quality_iter1,28,11.7,,,,,,,,,,1
wine_quality_iter1,29,12.7,,,,,,,,,,1
wine_quality_iter1,30,12.0,,,,,,,,,,1
wine_quality_iter1,31,10.3,,,,,,,,,,1
wine_quality_iter1,32,11.6,,,,,,,,,,0
wine_quality_iter1,33,9.2,,,,,,,,,,0
wine_quality_iter1,34,11.3,,,,,,,,,,1
wine_quality_iter1,35,12.5,,,,,,,,,,1
wine_quality_iter1,36,10.2,,,,,,,,,,1
wine_quality_iter1,37,9.7,,,,,,,,,,0
wine_quality_iter1,38,11.0,,,,,,,,,,1
wine_quality_iter1,39,12.8,,,,,,,,,,1
wine_quality_iter1,40,11.0,,,,,,,,,,1
wine_quality_iter1,41,12.5,,,,,,,,,,1
wine_quality_iter1,42,10.1,,,,,,,,,,0
wine_quality_iter1,43,10.9,,,,,,,,,,1
wine_quality_iter1,44,9.9,,,,,,,,,,0
wine_quality_iter1,45,9.2,,,,,,,,,,0
wine_quality_iter1,46,9.4,,,,,,,,,,0
wine_quality_iter1,47,9.9,,,,,,,,,,1
wine_quality_iter1,48,9.6,,,,,,,,,,0
wine_quality_iter1,49,11.6,,,,,,,,,,1
wine_quality_iter1,50,11.7,,,,,,,,,,1
wine_quality_iter1,51,10.9,,,,,,,,,,0
wine_quality_iter1,52,12.9,,,,,,,,,,1
wine_quality_iter1,53,9.3,,,,,,,,,,0
wine_quality_iter1,54,9.7,,,,,,,,,,0
wine_quality_iter1,55,10.1,,,,,,,,,,0
wine_quality_iter1,56,10.8,,,,,,,,,,1
wine_quality_iter1,57,11.8,,,,,,,,,,1
wine_quality_iter1,58,12.0,,,,,,,,,,1
wine_quality_iter1,59,12.6,,,,,,,,,,1
wine_quality_iter1,60,10.6,,,,,,,,,,0
wine_quality_iter1,61,9.4,,,,,,,,,,0
wine_quality_iter1,62,10.9,,,,,,,,,,1
wine_quality_iter1,63,12.8,,,,,,,,,,1
wine_quality_iter1,64,11.0,,,,,,,,,,1
wine_quality_iter1,65,9.5,,,,,,,,,,0
wine_quality_iter1,66,11.3,,,,,,,,,,0
wine_quality_iter1,67,9.3,,,,,,,,,,0
wine_quality_iter1,68,11.3,,,,,,,,,,0
wine_quality_iter1,69,9.6,,,,,,,,,,0
wine_quality_iter1,70,11.0,,,,,,,,,,1
wine_quality_iter1,71,11.0,,,,,,,,,,1
wine_quality_iter1,72,9.7,,,,,,,,,,0
wine_quality_iter1,73,9.3,,,,,,,,,,0
wine_quality_iter1,74,11.9,,,,,,,,,,1
wine_quality_iter1,75,11.0,,,,,,,,,,0
wine_quality_iter1,76,11.2,,,,,,,,,,1
wine_quality_iter1,77,11.7,,,,,,,,,,1
wine_quality_iter1,78,9.3,,,,,,,,,,0
wine_quality_iter1,79,10.0,,,,,,,,,,1
wine_quality_iter1,80,9.2,,,,,,,,,,0
wine_quality_iter1,81,12.4,,,,,,,,,,1
wine_quality_iter1,82,11.0,,,,,,,,,,0
wine_quality_iter1,83,12.2,,,,,,,,,,1
wine_quality_iter1,84,9.6,,,,,,,,,,0
wine_quality_iter1,85,9.2,,,,,,,,,,0
wine_quality_iter1,86,9.5,,,,,,,,,,0
wine_quality_iter1,87,12.2,,,,,,,,,,1
wine_quality_iter1,88,9.0,,,,,,,,,,0
wine_quality_iter1,89,13.566666666666698,,,,,,,,,,1
wine_quality_iter1,90,12.5,,,,,,,,,,1
wine_quality_iter1,91,13.4,,,,,,,,,,1
wine_quality_iter1,92,12.3,,,,,,,,,,1
wine_quality_iter1,93,11.1,,,,,,,,,,0
wine_quality_iter1,94,12.4,,,,,,,,,,1
wine_quality_iter1,95,9.5,,,,,,,,,,0
wine_quality_iter1,96,10.4,,,,,,,,,,1
wine_quality_iter1,97,9.4,,,,,,,,,,0
wine_quality_iter1,98,9.5,,,,,,,,,,0
wine_quality_iter1,99,10.0,,,,,,,,,,0
wine_quality_iter1,100,9.8,,,,,,,,,,0
wine_quality_iter1,101,9.5,,,,,,,,,,0
wine_quality_iter1,102,9.7,,,,,,,,,,0
wine_quality_iter1,103,12.8,,,,,,,,,,1
wine_quality_iter1,104,11.9,,,,,,,,,,0
wine_quality_iter1,105,13.0,,,,,,,,,,1
wine_quality_iter1,106,12.1,,,,,,,,,,1
wine_quality_iter1,107,9.5,,,,,,,,,,0
wine_quality_iter1,108,9.8,,,,,,,,,,0
wine_quality_iter1,109,9.5,,,,,,,,,,0
wine_quality_iter1,110,11.9,,,,,,,,,,0
wine_quality_iter1,111,10.0,,,,,,,,,,1
wine_quality_iter1,112,12.8,,,,,,,,,,1
wine_quality_iter1,113,9.8,,,,,,,,,,0
wine_quality_iter1,114,9.2,,,,,,,,,,1
wine_quality_iter1,115,9.9,,,,,,,,,,1
wine_quality_iter1,116,9.7,,,,,,,,,,0
wine_quality_iter1,117,10.4,,,,,,,,,,0
wine_quality_iter1,118,11.6,,,,,,,,,,0
wine_quality_iter1,119,11.3,,,,,,,,,,0
wine_quality_iter1,120,10.6,,,,,,,,,,1
wine_quality_iter1,121,10.4,,,,,,,,,,0
wine_quality_iter2,0,0.31,10.5,,,,,,,,,1
wine_quality_iter2,1,0.66,11.5,,,,,,,,,1
wine_quality_iter2,2,0.33,12.1,,,,,,,,,1
wine_quality_iter2,3,0.795,9.4,,,,,,,,,0
wine_quality_iter2,4,0.51,12.9,,,,,,,,,1
wine_quality_iter2,5,0.41,12.2,,,,,,,,,1
wine_quality_iter2,6,0.12,11.9,,,,,,,,,1
wine_quality_iter2,7,0.4,9.4,,,,,,,,,0
wine_quality_iter2,8,0.61,9.7,,,,,,,,,0
wine_quality_iter2,9,0.615,9.2,,,,,,,,,0
wine_quality_iter2,10,0.915,10.2,,,,,,,,,1
wine_quality_iter2,11,0.36,11.4,,,,,,,,,1
wine_quality_iter2,12,0.47,13.6,,,,,,,,,1
wine_quality_iter2,13,0.24,11.0,,,,,,,,,1
wine_quality_iter2,14,0.12,11.9,,,,,,,,,1
wine_quality_iter2,15,0.28,9.9,,,,,,,,,1
wine_quality_iter2,16,0.54,13.1,,,,,,,,,1
wine_quality_iter2,17,0.56,10.55,,,,,,,,,1
wine_quality_iter2,18,0.29,11.4,,,,,,,,,1
wine_quality_iter2,19,0.24,10.8,,,,,,,,,1
wine_quality_iter2,20,0.27,11.8,,,,,,,,,0
wine_quality_iter2,21,0.53,11.6,,,,,,,,,1
wine_quality_iter2,22,0.38,11.9,,,,,,,,,1
wine_quality_iter2,23,0.53,10.0,,,,,,,,,0
wine_quality_iter2,24,0.4,11.3,,,,,,,,,1
wine_quality_iter2,25,0.34,12.1,,,,,,,,,1
wine_quality_iter2,26,0.915,10.0,,,,,,,,,0
wine_quality_iter2,27,0.44,11.9,,,,,,,,,0
wine_quality_iter2,28,0.56,11.7,,,,,,,,,1
wine_quality_iter2,29,0.33,12.7,,,,,,,,,1
wine_quality_iter2,30,0.31,12.0,,,,,,,,,1
wine_quality_iter2,31,0.32,10.3,,,,,,,,,1
wine_quality_iter2,32,0.74,11.6,,,,,,,,,0
wine_quality_iter2,33,0.49,9.2,,,,,,,,,0
wine_quality_iter2,34,0.24,11.3,,,,,,,,,1
wine_quality_iter2,35,0.31,12.5,,,,,,,,,1
wine_quality_iter2,36,0.6,10.2,,,,,,,,,1
wine_quality_iter2,37,0.615,9.7,,,,,,,,,0
wine_quality_iter2,38,0.36,11.0,,,,,,,,,1
wine_quality_iter2,39,0.66,12.8,,,,,,,,,1
wine_quality_iter2,40,0.36,11.0,,,,,,,,,1
wine_quality_iter2,41,0.31,12.5,,,,,,,,,1
wine_quality_iter2,42,0.6,10.1,,,,,,,,,0
wine_quality_iter2,43,0.31,10.9,,,,,,,,,1
wine_quality_iter2,44,0.53,9.9,,,,,,,,,0
wine_quality_iter2,45,0.62,9.2,,,,,,,,,0
wine_quality_iter2,46,0.54,9.4,,,,,,,,,0
wine_quality_iter2,47,0.41,9.9,,,,,,,,,1
wine_quality_iter2,48,0.38,9.6,,,,,,,,,0
wine_quality_iter2,49,0.38,11.6,,,,,,,,,1
wine_quality_iter2,50,0.29,11.7,,,,,,,,,1
wine_quality_iter2,51,0.6,10.9,,,,,,,,,0
wine_quality_iter2,52,0.85,12.9,,,,,,,,,1
wine_quality_iter2,53,0.63,9.3,,,,,,,,,0
wine_quality_iter2,54,0.58,9.7,,,,,,,,,0
wine_quality_iter2,55,0.18,10.1,,,,,,,,,0
wine_quality_iter2,56,0.39,10.8,,,,,,,,,1
wine_quality_iter2,57,0.41,11.8,,,,,,,,,1
wine_quality_iter2,58,0.27,12.0,,,,,,,,,1
wine_quality_iter2,59,0.38,12.6,,,,,,,,,1
wine_quality_iter2,60,0.46,10.6,,,,,,,,,0
wine_quality_iter2,61,0.38,9.4,,,,,,,,,0
wine_quality_iter2,62,0.25,10.9,,,,,,,,,1
