appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,intercept
wine_quality_iter6,mlp,shap,0,1,0.07121944516964063,0.00885505164089878,0.001018709752422034,0.020446354787892192,0.0,0.013464803923972167,0.0694215676666071,-0.0026059487118170743
wine_quality_iter6,mlp,shap,1,1,0.07121944516964063,0.026050761847350893,0.0015806024531140744,0.013416264970333137,0.0,0.04645232935364433,0.02031215288127081,-0.0026059487118170743
wine_quality_iter6,mlp,shap,2,0,0.07121944516964063,0.005494799403808043,0.0006114331785685295,0.0036280635944925966,0.012805682168557085,0.001787685522666329,0.0,-0.0026059487118170743
wine_quality_iter6,mlp,shap,3,1,0.07121944516964063,0.008778273330476007,0.00022261682324675736,0.016996486029372697,0.0,0.018352016490430466,0.09890879743469844,-0.0026059487118170743
wine_quality_iter6,mlp,shap,4,1,0.07121944516964063,0.009725032308353771,0.020584174471978915,0.009283928225437766,0.0,0.015779908050138274,0.13806761802389078,-0.0026059487118170743
wine_quality_iter6,mlp,shap,5,0,0.07121944516964063,0.018009806597271003,0.0010282116727187256,0.0,0.016156921466955784,0.0,0.013925101616634824,-0.0026059487118170743
wine_quality_iter6,mlp,shap,6,1,0.07121944516964063,0.009795515293685327,0.030968315094136254,0.038123379107087,0.0,0.0,0.07704939484214175,-0.0026059487118170743
wine_quality_iter6,mlp,shap,7,1,0.07121944516964063,0.0,0.0,0.017574505194639586,0.016431955182208496,0.0,0.0284483603340311,-0.0026059487118170743
wine_quality_iter6,mlp,shap,8,1,0.07121944516964063,0.031487519508944024,0.0,0.021975695490837086,0.0,0.03239089985115406,0.06606696741989802,-0.0026059487118170743
wine_quality_iter6,mlp,shap,9,1,0.07121944516964063,0.0,0.004297868154751958,0.03448831147585923,0.0,0.009962991003233668,0.052835769005692965,-0.0026059487118170743
wine_quality_iter6,mlp,shap,10,0,0.07121944516964063,0.005115517488656915,0.0006122776885063089,0.0,0.0,0.024228176984649418,0.0354854824747413,-0.0026059487118170743
wine_quality_iter6,mlp,shap,11,0,0.07121944516964063,0.017967335970546956,0.0003786243603397729,0.0,0.0,0.02361233356098337,0.02746775469623316,-0.0026059487118170743
wine_quality_iter6,mlp,shap,12,1,0.07121944516964063,0.0,0.022459087944947755,0.027289838399260424,0.0,0.0006777538846318432,0.18573909471145822,-0.0026059487118170743
wine_quality_iter6,mlp,shap,13,1,0.07121944516964063,0.029828157296929562,0.0,0.019555120661090563,0.0,0.03206588929184744,0.02854597899776237,-0.0026059487118170743
wine_quality_iter6,mlp,shap,14,1,0.07121944516964063,0.041727228940297414,0.0,0.024124809950590104,0.0,0.04647730240646088,0.01278606409541306,-0.0026059487118170743
wine_quality_iter6,mlp,shap,15,0,0.07121944516964063,0.02639782592415427,0.0,0.04800526482459065,0.006447597993298977,0.023887705715516384,0.07707343084928701,-0.0026059487118170743
wine_quality_iter6,mlp,shap,16,1,0.07121944516964063,0.02222524009740503,0.0,0.030590861396720737,0.0,0.0005164954859095128,0.09390386362966059,-0.0026059487118170743
wine_quality_iter6,mlp,shap,17,0,0.07121944516964063,0.044906432701226996,0.0,0.1217674407893077,0.0,0.02452590408281256,0.07125179818043338,-0.0026059487118170743
wine_quality_iter6,mlp,shap,18,1,0.07121944516964063,0.024372868962967937,0.0,0.009640806508369914,0.0006388400886684734,0.0186525616384088,0.12159666009533873,-0.0026059487118170743
wine_quality_iter6,mlp,shap,19,1,0.07121944516964063,0.0,0.0,0.03388644996743936,0.0,0.0,0.027820556033880353,-0.0026059487118170743
wine_quality_iter6,mlp,shap,20,1,0.07121944516964063,0.00823636576628837,0.0,0.026023387329127557,0.002952000067020019,0.00011424568314581662,0.06432414379161915,-0.0026059487118170743
wine_quality_iter6,mlp,shap,21,1,0.07121944516964063,0.0,0.0,0.019592327966521956,0.024069921481303616,0.0,0.14314158592564186,-0.0026059487118170743
wine_quality_iter6,mlp,shap,22,0,0.07121944516964063,0.0,0.0,0.0,0.02348093332292946,0.0,0.07041541488506861,-0.0026059487118170743
wine_quality_iter6,mlp,shap,23,1,0.07121944516964063,0.03046820145673476,0.0,0.02431683284827532,0.00036060780955426974,0.04172093652857423,0.0,-0.0026059487118170743
wine_quality_iter6,mlp,shap,24,0,0.07121944516964063,0.0050849251492092315,0.0,0.0,0.0,0.04686537161421705,0.10140170321871454,-0.0026059487118170743
wine_quality_iter6,mlp,shap,25,0,0.07121944516964063,0.039744165267986416,0.0,0.0,0.0,0.029611408407202926,0.10997667434076093,-0.0026059487118170743
wine_quality_iter6,mlp,shap,26,0,0.07121944516964063,0.022535322625667636,0.0,0.022658944172927985,0.0,0.0,0.0,-0.0026059487118170743
wine_quality_iter6,mlp,shap,27,0,0.07121944516964063,0.0,0.0015396785946229178,0.0005303277428715392,0.008983485501928196,0.011944419320386191,0.06786603050640763,-0.0026059487118170743
wine_quality_iter6,mlp,shap,28,1,0.07121944516964063,0.025138265125644536,0.0003247963245479879,0.02512000107898931,0.0,0.01108259027011884,0.029300832481911523,-0.0026059487118170743
wine_quality_iter6,mlp,shap,29,0,0.07121944516964063,0.002825077113528314,0.0,0.03491286491067745,0.0,0.022659905171738215,0.13418942419430005,-0.0026059487118170743
wine_quality_iter6,mlp,shap,30,1,0.07121944516964063,0.0,0.0,0.003482760872023231,0.0033484542837891374,0.03663342945659778,0.0,-0.0026059487118170743
wine_quality_iter6,mlp,shap,31,0,0.07121944516964063,0.0,0.0,0.0,0.007680584200872814,0.0,0.10807587611178567,-0.0026059487118170743
wine_quality_iter6,mlp,shap,32,0,0.07121944516964063,0.06122211403046281,0.0,0.0,0.0,0.049584188793236665,0.09275377841475312,-0.0026059487118170743
wine_quality_iter6,mlp,shap,33,1,0.07121944516964063,0.0,0.0,0.026663161205748725,0.007888232405560159,0.0,0.037618332613164045,-0.0026059487118170743
wine_quality_iter6,mlp,shap,34,1,0.07121944516964063,0.011266293930701679,0.015347647562814051,0.026601205218869863,0.0025648935100971437,0.020367712922012175,0.10750003230590863,-0.0026059487118170743
wine_quality_iter6,mlp,shap,35,0,0.07121944516964063,0.027480908543922246,0.0,0.0,0.019191541568591066,0.0,0.07265720522795353,-0.0026059487118170743
wine_quality_iter6,mlp,shap,36,0,0.07121944516964063,0.002096931136762526,0.0,0.0019239190068000619,0.0008997382729863183,0.008474723935509375,0.0667108447725574,-0.0026059487118170743
wine_quality_iter6,mlp,shap,37,0,0.07121944516964063,0.03437493311241269,0.0,0.011726261727893992,0.005365987415306085,0.027593949403709246,0.05188275699002243,-0.0026059487118170743
wine_quality_iter6,mlp,shap,38,0,0.07121944516964063,0.0,0.00197104819405533,0.0,0.01024643399776555,0.02273857303632382,0.0678692409090507,-0.0026059487118170743
wine_quality_iter6,mlp,shap,39,1,0.07121944516964063,0.012260410413146045,0.0,0.022970790821963363,0.006374925816288313,0.0,0.058192742387644894,-0.0026059487118170743
wine_quality_iter6,mlp,shap,40,0,0.07121944516964063,0.034479998990129206,0.0034463022281534805,0.0,0.004355845064975494,0.015963998608386654,0.13063531583318355,-0.0026059487118170743
wine_quality_iter6,mlp,shap,41,1,0.07121944516964063,0.026412044187577817,0.006298048174343021,0.024177136958982732,0.0,0.0,0.09725624203490914,-0.0026059487118170743
wine_quality_iter6,mlp,shap,42,0,0.07121944516964063,0.0052936636269665565,0.0,0.0,0.005615029005954665,0.01225621556815426,0.12178478037174321,-0.0026059487118170743
wine_quality_iter6,mlp,shap,43,1,0.07121944516964063,0.0,0.002227396941624351,0.020693447358237672,0.03203950559242798,0.05088760198834236,0.0,-0.0026059487118170743
wine_quality_iter6,mlp,shap,44,0,0.07121944516964063,0.030665181677501933,0.0,0.0,0.0,0.02531646030740106,0.10300630052979948,-0.0026059487118170743
wine_quality_iter6,mlp,shap,45,0,0.07121944516964063,0.03942542480543639,0.0,0.0,0.03263996765017515,0.0010198159496753734,0.0,-0.0026059487118170743
wine_quality_iter6,mlp,shap,46,0,0.07121944516964063,0.010612203249564515,0.0,0.0,0.0,0.0,0.04267458361215321,-0.0026059487118170743
wine_quality_iter6,mlp,shap,47,1,0.07121944516964063,0.012896314737124293,0.03066608104854819,0.03408950072737075,0.0,0.02253033240540671,0.07258693225013149,-0.0026059487118170743
wine_quality_iter6,mlp,shap,48,0,0.07121944516964063,0.025341603006116827,0.0,0.0,0.0,0.022597270251657753,0.13649268356319044,-0.0026059487118170743
wine_quality_iter6,mlp,shap,49,0,0.07121944516964063,0.0,0.0,0.0,0.0,0.031113738561861067,0.09806956523217458,-0.0026059487118170743
