appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,intercept
wine_quality_iter5,mlp,shap,0,1,0.10969681321619408,0.024596734013503922,0.007859594062543773,0.016862152653435884,0.01695369672889896,0.09010002753768981,-0.011480287290536462
wine_quality_iter5,mlp,shap,1,1,0.10969681321619408,0.06454049415026714,0.004531047906822155,0.02976484209203563,0.04763365062001427,0.029338768051029824,-0.011480287290536462
wine_quality_iter5,mlp,shap,2,0,0.10969681321619408,0.016990980672148475,0.004880880716328416,0.0,0.0025133765269166487,0.0,-0.011480287290536462
wine_quality_iter5,mlp,shap,3,1,0.10969681321619408,0.02410248940094158,0.005810898025639527,0.015504858106947884,0.021716785835914153,0.1284893356063045,-0.011480287290536462
wine_quality_iter5,mlp,shap,4,1,0.10969681321619408,0.026990249881950815,0.0035803410248496925,0.013022123444347793,0.020623173153935435,0.16976794268553816,-0.011480287290536462
wine_quality_iter5,mlp,shap,5,0,0.10969681321619408,0.055240571348903984,0.0,0.0,0.0,0.01633931177548873,-0.011480287290536462
wine_quality_iter5,mlp,shap,6,1,0.10969681321619408,0.027642921669742988,0.011224469080185262,0.01552729795376466,0.0,0.0908630534013112,-0.011480287290536462
wine_quality_iter5,mlp,shap,7,0,0.10969681321619408,0.0038930763065432583,0.0,0.03129946432148032,0.03172838858209359,0.0,-0.011480287290536462
wine_quality_iter5,mlp,shap,8,1,0.10969681321619408,0.07061558364389033,0.007565649785101408,0.012845404661045643,0.03878386691212655,0.09097459185868506,-0.011480287290536462
wine_quality_iter5,mlp,shap,9,1,0.10969681321619408,0.0,0.008201080785156814,0.02432694689203532,0.014188769244803771,0.057827995579021046,-0.011480287290536462
wine_quality_iter5,mlp,shap,10,0,0.10969681321619408,0.01361432563035913,0.0,0.0,0.028263445789806368,0.0482024315448525,-0.011480287290536462
wine_quality_iter5,mlp,shap,11,0,0.10969681321619408,0.05060067596630405,0.0,0.0008982694683930953,0.026972526612763198,0.038143403059205924,-0.011480287290536462
wine_quality_iter5,mlp,shap,12,1,0.10969681321619408,0.0,0.007687072432002937,0.004653620958710395,0.001146578683684979,0.22607261504595846,-0.011480287290536462
wine_quality_iter5,mlp,shap,13,1,0.10969681321619408,0.07059508503247523,0.006717185660814612,0.018424968148271288,0.03455400656431151,0.04035657003712963,-0.011480287290536462
wine_quality_iter5,mlp,shap,14,1,0.10969681321619408,0.09649450253408673,0.0057344456876700645,0.03362404139855739,0.04618369272408576,0.018899888992309613,-0.011480287290536462
wine_quality_iter5,mlp,shap,15,0,0.10969681321619408,0.0741109616080156,0.025584244606777638,0.0,0.025222746390753826,0.10408650422994142,-0.011480287290536462
wine_quality_iter5,mlp,shap,16,1,0.10969681321619408,0.05699453992243765,0.010874341669946212,0.021861717719107145,0.0017858250190814218,0.11968102699957585,-0.011480287290536462
wine_quality_iter5,mlp,shap,17,0,0.10969681321619408,0.10111845737753007,0.03928092293823371,0.024124381264241823,0.032722837437803985,0.09131301602109884,-0.011480287290536462
wine_quality_iter5,mlp,shap,18,1,0.10969681321619408,0.05791304716506061,0.0018699624112402827,0.0008971382400545791,0.02157051143355859,0.16090382237655987,-0.011480287290536462
wine_quality_iter5,mlp,shap,19,0,0.10969681321619408,0.057128458632490546,0.0,0.0,0.026979486391139257,0.0,-0.011480287290536462
wine_quality_iter5,mlp,shap,20,1,0.10969681321619408,0.02058792108908675,0.013935839742040055,0.0,0.0003830578264135548,0.08950670962723406,-0.011480287290536462
wine_quality_iter5,mlp,shap,21,1,0.10969681321619408,0.0,0.008269250344198467,0.0,0.0,0.20447912215135783,-0.011480287290536462
wine_quality_iter5,mlp,shap,22,1,0.10969681321619408,0.02859879414527077,0.00361036291011637,0.059910210112157476,0.018934303331069456,0.0,-0.011480287290536462
wine_quality_iter5,mlp,shap,23,1,0.10969681321619408,0.07106245848326344,0.007138265807850226,0.0,0.04322340560074039,0.0,-0.011480287290536462
wine_quality_iter5,mlp,shap,24,0,0.10969681321619408,0.012701734467767725,0.0,0.011146383877748136,0.04900368402592645,0.13051036075903816,-0.011480287290536462
wine_quality_iter5,mlp,shap,25,0,0.10969681321619408,0.0862374788732865,0.0,0.030377609235927087,0.023210544020701693,0.13344867652234343,-0.011480287290536462
