appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,intercept
wine_quality_iter3,mlp,shap,0,1,0.10002468052582858,0.016031796141312664,0.010631431008760794,0.06576648492079513,-0.028694942249701594
wine_quality_iter3,mlp,shap,1,1,0.10002468052582858,0.0462752826129779,0.01771838311583565,0.022307317952315053,-0.028694942249701594
wine_quality_iter3,mlp,shap,2,0,0.10002468052582858,-0.012238055677750102,0.016524881430161314,0.004979952730429419,-0.028694942249701594
wine_quality_iter3,mlp,shap,3,1,0.10002468052582858,0.016778459724707498,0.010750069851294522,0.09355593665670128,-0.028694942249701594
wine_quality_iter3,mlp,shap,4,1,0.10002468052582858,0.018793532290519818,0.00860058365341937,0.12109746002616036,-0.028694942249701594
wine_quality_iter3,mlp,shap,5,0,0.10002468052582858,-0.03595859421751434,0.02076004162812848,-0.01111408210335639,-0.028694942249701594
wine_quality_iter3,mlp,shap,6,1,0.10002468052582858,0.020177332846782123,0.014274379515495053,0.07329549934619517,-0.028694942249701594
wine_quality_iter3,mlp,shap,7,0,0.10002468052582858,-0.005188824007144276,-0.018869444040151763,0.027004391184219923,-0.028694942249701594
wine_quality_iter3,mlp,shap,8,1,0.10002468052582858,0.054819639351887606,0.00939642991393036,0.06515105840487362,-0.028694942249701594
wine_quality_iter3,mlp,shap,9,1,0.10002468052582858,-0.018511703247443195,0.026494639042096244,0.05101703441677951,-0.028694942249701594
wine_quality_iter3,mlp,shap,10,0,0.10002468052582858,-0.012435565296656004,0.0015014691612658393,-0.03423971314078715,-0.028694942249701594
wine_quality_iter3,mlp,shap,11,0,0.10002468052582858,-0.03868806526446957,-0.0003426798643209328,-0.02756670201436069,-0.028694942249701594
wine_quality_iter3,mlp,shap,12,1,0.10002468052582858,-0.040730412782002845,0.00863250818772196,0.16992299096324517,-0.028694942249701594
wine_quality_iter3,mlp,shap,13,1,0.10002468052582858,0.052611942933155895,0.0113420550066691,0.02911336462085072,-0.028694942249701594
wine_quality_iter3,mlp,shap,14,1,0.10002468052582858,0.0713197994690675,0.01729177167782421,0.014735685288906078,-0.028694942249701594
wine_quality_iter3,mlp,shap,15,0,0.10002468052582858,-0.054132909136704876,0.006823068417799755,-0.07834516996756577,-0.028694942249701594
wine_quality_iter3,mlp,shap,16,1,0.10002468052582858,0.04078815823946233,0.013259538072042054,0.08999928050698384,-0.028694942249701594
wine_quality_iter3,mlp,shap,17,0,0.10002468052582858,-0.07758769989013667,-0.01930028079794005,-0.07155380701789489,-0.028694942249701594
wine_quality_iter3,mlp,shap,18,1,0.10002468052582858,0.04800253602174627,0.0034832779031533923,0.11439923185568573,-0.028694942249701594
wine_quality_iter3,mlp,shap,19,0,0.10002468052582858,-0.03915354609489443,0.011615018374644844,0.02655730081292298,-0.028694942249701594
wine_quality_iter3,mlp,shap,20,1,0.10002468052582858,0.015082596299739938,-0.004059915817700821,0.06563945727852673,-0.028694942249701594
wine_quality_iter3,mlp,shap,21,1,0.10002468052582858,-0.040399818771924674,-0.02680064235360194,0.14895539854963616,-0.028694942249701594
wine_quality_iter3,mlp,shap,22,0,0.10002468052582858,0.018372804461381398,0.030882102900590753,-0.06756380055195256,-0.028694942249701594
wine_quality_iter3,mlp,shap,23,1,0.10002468052582858,0.054979384652315014,0.0012146851382194776,-0.02515326753640785,-0.028694942249701594
wine_quality_iter3,mlp,shap,24,0,0.10002468052582858,-0.01315070214944003,-0.006293465101566059,-0.1018378890668735,-0.028694942249701594
wine_quality_iter3,mlp,shap,25,0,0.10002468052582858,-0.06999521473279356,-0.019521278601426384,-0.10493038365474118,-0.028694942249701594
wine_quality_iter3,mlp,shap,26,0,0.10002468052582858,-0.03876259980293423,-0.00030493140220635984,0.010575929513344379,-0.028694942249701594
wine_quality_iter3,mlp,shap,27,0,0.10002468052582858,0.01016425603093242,0.012786412965028734,-0.0640483550345286,-0.028694942249701594
wine_quality_iter3,mlp,shap,28,1,0.10002468052582858,0.045880744052238985,0.008648001135159747,0.02862857031898621,-0.028694942249701594
wine_quality_iter3,mlp,shap,29,0,0.10002468052582858,-0.009986065213496875,-0.01317221275888951,-0.13523512029877077,-0.028694942249701594
wine_quality_iter3,mlp,shap,30,0,0.10002468052582858,-0.018863472896508665,-0.002784551030550253,-0.019355904005276845,-0.028694942249701594
wine_quality_iter3,mlp,shap,31,0,0.10002468052582858,0.0684283146873498,0.014732772952471121,-0.10333349024638154,-0.028694942249701594
wine_quality_iter3,mlp,shap,32,0,0.10002468052582858,-0.09644373211149981,-0.0075651171115729,-0.08967398562683507,-0.028694942249701594
wine_quality_iter3,mlp,shap,33,0,0.10002468052582858,-0.07283149779989168,-0.008233648767838081,0.031210912362887283,-0.028694942249701594
wine_quality_iter3,mlp,shap,34,1,0.10002468052582858,0.01882219352783307,-0.0012836517240756434,0.10091151833916316,-0.028694942249701594
wine_quality_iter3,mlp,shap,35,0,0.10002468052582858,-0.05023739939698802,0.024123523785517687,-0.06359306717148189,-0.028694942249701594
wine_quality_iter3,mlp,shap,36,0,0.10002468052582858,-0.006504638741413694,0.0027481387823056758,-0.06452233460851216,-0.028694942249701594
wine_quality_iter3,mlp,shap,37,0,0.10002468052582858,-0.06653526410078396,0.00682365846557495,-0.04930348696234891,-0.028694942249701594
wine_quality_iter3,mlp,shap,38,0,0.10002468052582858,0.013796930416272238,0.014027614891529136,-0.06383101120591167,-0.028694942249701594
wine_quality_iter3,mlp,shap,39,1,0.10002468052582858,0.024650720564218687,-0.010138590633869182,0.05823195611055081,-0.028694942249701594
wine_quality_iter3,mlp,shap,40,0,0.10002468052582858,-0.06748553126668312,0.005949199696381802,-0.12354060585300124,-0.028694942249701594
wine_quality_iter3,mlp,shap,41,1,0.10002468052582858,0.052344220246259954,0.00762803795245981,0.09014580931801064,-0.028694942249701594
wine_quality_iter3,mlp,shap,42,0,0.10002468052582858,-0.013909809463299172,0.007829850109723924,-0.12228065517086256,-0.028694942249701594
wine_quality_iter3,mlp,shap,43,0,0.10002468052582858,-0.058312054436940416,-0.03948972185070698,-0.07187227784441064,-0.028694942249701594
wine_quality_iter3,mlp,shap,44,0,0.10002468052582858,-0.05501521514394343,-0.010813311697580874,-0.09272881400508758,-0.028694942249701594
wine_quality_iter3,mlp,shap,45,0,0.10002468052582858,-0.06610695328085846,0.03393079921221118,0.026592763131245603,-0.028694942249701594
wine_quality_iter3,mlp,shap,46,0,0.10002468052582858,-0.022587805336866593,-0.00901621635525661,-0.04308207377027237,-0.028694942249701594
wine_quality_iter3,mlp,shap,47,1,0.10002468052582858,0.022480466426947197,0.007119171932721796,0.06571803795985683,-0.028694942249701594
wine_quality_iter3,mlp,shap,48,0,0.10002468052582858,-0.049847732684933144,-0.006932623168596885,-0.1316550052796419,-0.028694942249701594
wine_quality_iter3,mlp,shap,49,0,0.10002468052582858,0.05534317491528319,-0.015538756167277248,-0.10166076343411062,-0.028694942249701594
wine_quality_iter3,mlp,shap,50,0,0.10002468052582858,0.02598248047706403,-0.0006573057709595015,-0.09445888889141575,-0.028694942249701594
wine_quality_iter3,mlp,shap,51,0,0.10002468052582858,-0.040759041389593714,0.030641260456580444,-0.11115745065303952,-0.028694942249701594
wine_quality_iter3,mlp,shap,52,0,0.10002468052582858,-0.012395666730709416,-0.004288801971154339,-0.026981939107943928,-0.028694942249701594
wine_quality_iter3,mlp,shap,53,1,0.10002468052582858,-0.03220660587151834,-0.03188616855022236,0.12147668389937809,-0.028694942249701594
wine_quality_iter3,mlp,shap,54,1,0.10002468052582858,0.04314734758092806,-0.002068908512592227,0.11211886400213603,-0.028694942249701594
wine_quality_iter3,mlp,shap,55,1,0.10002468052582858,-0.041111737738052934,0.015720856858369547,0.1621131621110134,-0.028694942249701594
wine_quality_iter3,mlp,shap,56,1,0.10002468052582858,0.05490914120888103,0.007727114588786499,0.09850861139786538,-0.028694942249701594
wine_quality_iter3,mlp,shap,57,0,0.10002468052582858,-0.06348797195614916,-0.006591701087279175,0.047271523242577565,-0.028694942249701594
wine_quality_iter3,mlp,shap,58,1,0.10002468052582858,0.059822336144936476,0.030454948620918416,-0.06100691927549168,-0.028694942249701594
wine_quality_iter3,mlp,shap,59,0,0.10002468052582858,0.020629264700871258,-0.009196586104539665,-0.026448146941570185,-0.028694942249701594
wine_quality_iter3,mlp,shap,60,1,0.10002468052582858,-0.014681889517949201,0.018179789242836128,0.09326572567224509,-0.028694942249701594
wine_quality_iter3,mlp,shap,61,0,0.10002468052582858,-0.09427862442456744,0.011808215024379537,-0.11368268034779117,-0.028694942249701594
wine_quality_iter3,mlp,shap,62,0,0.10002468052582858,-0.01340039132688281,0.017611865403178467,-0.14652794993076582,-0.028694942249701594
wine_quality_iter3,mlp,shap,63,1,0.10002468052582858,0.032101343591243794,0.010795608067359692,-0.002282570569943153,-0.028694942249701594
wine_quality_iter3,mlp,shap,64,0,0.10002468052582858,-0.0411070491067874,-0.014274045232778906,-0.028369019849178147,-0.028694942249701594
wine_quality_iter3,mlp,shap,65,0,0.10002468052582858,0.011978501368027444,0.0033773169494592525,-0.1229317865692652,-0.028694942249701594
wine_quality_iter3,mlp,shap,66,0,0.10002468052582858,-0.00554331902127992,-0.0072996884011305805,0.027042010655769933,-0.028694942249701594
