appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,a8_i,intercept
wine_quality_iter9,mlp,shap,0,1,0.05993364906558936,0.03454414965184596,0.01928691499858586,0.004902141577835953,0.0,0.0030796503421869903,0.001843666798311193,0.0,0.02194565158018955,0.04964719105425485,0.021436234277028343
wine_quality_iter9,mlp,shap,1,1,0.05993364906558936,0.018843010451271663,0.059374810097004495,0.0,0.024961027209175105,0.007187803215659986,0.00330906718064181,0.0,0.06308593773002188,0.013806521222836843,0.021436234277028343
wine_quality_iter9,mlp,shap,2,0,0.05993364906558936,0.0,0.014585113744055253,0.0,0.035514612720840874,0.0,0.0,0.01060011655896486,0.0031818677285675736,0.0,0.021436234277028343
wine_quality_iter9,mlp,shap,3,1,0.05993364906558936,0.039196079664764634,0.019636689360993796,0.0007114579879948235,0.001631241293671829,0.0017408674689958006,0.002462871523280629,0.0,0.027863804769971735,0.06429533636081461,0.021436234277028343
wine_quality_iter9,mlp,shap,4,1,0.05993364906558936,0.0067802407244568685,0.02187183379349145,0.019135254370560358,0.006057689449998939,0.005473718714282899,0.0008493986240018261,0.0,0.021115060157514357,0.08255023265619095,0.021436234277028343
wine_quality_iter9,mlp,shap,5,1,0.05993364906558936,0.06729118105297006,0.0,0.00019512016633217374,0.0042439407925547986,0.0,0.0025145594774994527,0.0,0.033404537083669764,0.0,0.021436234277028343
wine_quality_iter9,mlp,shap,6,1,0.05993364906558936,0.025960029404865095,0.025893841827713555,0.038229783954455844,0.008659682087554731,0.0,0.007610938901466047,0.0,0.0,0.04596272084857443,0.021436234277028343
wine_quality_iter9,mlp,shap,7,0,0.05993364906558936,0.03642466431342619,0.0060445576709933085,0.007517327502897538,0.0,0.0,0.0,0.0,0.04866328090104077,0.0,0.021436234277028343
wine_quality_iter9,mlp,shap,8,1,0.05993364906558936,0.01428408428000895,0.0655232698043697,0.0,0.018507231648360906,0.005365358621759922,0.0046715458009451176,0.0,0.04413731195780843,0.042774116203452735,0.021436234277028343
wine_quality_iter9,mlp,shap,9,1,0.05993364906558936,0.05316784099931568,0.0,0.015126868890045808,0.0,0.0,0.0034963170522926443,0.0,0.017517463739674777,0.03461988060718103,0.021436234277028343
wine_quality_iter9,mlp,shap,10,0,0.05993364906558936,0.011392691854355678,0.01664698981876702,0.005405024053558437,0.0,0.0,0.0,0.0,0.044174275041645415,0.028950467086164028,0.021436234277028343
wine_quality_iter9,mlp,shap,11,0,0.05993364906558936,0.011703098051895917,0.04793951881323943,0.002833476573165159,0.0010860224513471596,0.0,0.0,0.0,0.04172823094532021,0.022078737023812998,0.021436234277028343
wine_quality_iter9,mlp,shap,12,1,0.05993364906558936,0.043313025692420896,0.0,0.020272137841712442,0.0015515697045850358,0.0,0.006793645618958693,0.0,0.0008472216381521375,0.12151308863888857,0.021436234277028343
wine_quality_iter9,mlp,shap,13,1,0.05993364906558936,0.031024914034647966,0.06604906285634224,0.0,0.011069622909256721,0.004263183834060831,0.0035279045890793423,0.0,0.04489130859050596,0.019244045796571022,0.021436234277028343
wine_quality_iter9,mlp,shap,14,1,0.05993364906558936,0.03739390447619792,0.09229574775104943,0.0,0.017726705115042832,0.0,0.004705351728864076,0.0,0.060102534107591,0.008166124718502622,0.021436234277028343
wine_quality_iter9,mlp,shap,15,0,0.05993364906558936,0.016418164234349157,0.07232242577391997,0.004246560649966806,0.0,0.0,0.01126745281051917,0.004238372207397518,0.03677220604754299,0.06493506418397792,0.021436234277028343
wine_quality_iter9,mlp,shap,16,1,0.05993364906558936,0.02800090388966877,0.05732714287079283,0.0,0.019406084027641688,0.0,0.006717196529474106,0.0,0.0011833646520516827,0.06247139826146329,0.021436234277028343
wine_quality_iter9,mlp,shap,17,0,0.05993364906558936,0.02722889112899936,0.09217536710309587,0.0,0.03321520769857187,0.004951329963334127,0.02917362960694548,0.0,0.03791570455038301,0.04238449925390753,0.021436234277028343
wine_quality_iter9,mlp,shap,18,1,0.05993364906558936,0.0,0.05572013867070602,0.0,0.007802248437489828,0.005675437506561229,0.0015938572862591752,0.00198424551383537,0.02368781827697221,0.08159942236561797,0.021436234277028343
wine_quality_iter9,mlp,shap,19,0,0.05993364906558936,0.00588843183009743,0.04044235965555422,0.004002105783334535,0.020147481097820462,0.002060923892367857,0.0,0.006821389534580069,0.02968308330453269,0.0,0.021436234277028343
wine_quality_iter9,mlp,shap,20,1,0.05993364906558936,0.004064441138562308,0.022436314283919047,0.0,0.015259809515556092,0.002357828004378916,0.0031579561674596837,0.005601709951988933,0.0015720053274134171,0.05067876801861313,0.021436234277028343
