appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,a8_i,intercept
wine_quality_iter9,mlp,shap,0,1,0.06622042452371578,0.03454414965184596,0.01928691499858586,0.004902141577835953,-0.03929046943638208,0.0030796503421869903,0.001843666798311193,-0.004839925021865671,0.02194565158018955,0.04964719105425485,0.021436234277028343
wine_quality_iter9,mlp,shap,1,1,0.06622042452371578,0.018843010451271663,0.059374810097004495,-0.009104660206311769,0.024961027209175105,0.007187803215659986,0.00330906718064181,-0.006044563761251676,0.06308593773002188,0.013806521222836843,0.021436234277028343
wine_quality_iter9,mlp,shap,2,0,0.06622042452371578,0.017289583835923036,-0.014585113744055253,0.00290552922221746,-0.035514612720840874,0.0,0.0005180936533319691,-0.01060011655896486,-0.0031818677285675736,0.001987664937954241,0.021436234277028343
wine_quality_iter9,mlp,shap,3,1,0.06622042452371578,0.039196079664764634,0.019636689360993796,0.0007114579879948235,0.001631241293671829,0.0017408674689958006,0.002462871523280629,-0.004855110203854104,0.027863804769971735,0.06429533636081461,0.021436234277028343
wine_quality_iter9,mlp,shap,4,1,0.06622042452371578,0.0067802407244568685,0.02187183379349145,0.019135254370560358,0.006057689449998939,0.005473718714282899,0.0008493986240018261,-0.0023290604649747193,0.021115060157514357,0.08255023265619095,0.021436234277028343
wine_quality_iter9,mlp,shap,5,1,0.06622042452371578,0.06729118105297006,-0.048307263065579774,0.00019512016633217374,0.0042439407925547986,-0.0004826345354755613,0.0025145594774994527,-0.020451331434723653,0.033404537083669764,-0.009141950759313445,0.021436234277028343
wine_quality_iter9,mlp,shap,6,1,0.06622042452371578,0.025960029404865095,0.025893841827713555,0.038229783954455844,0.008659682087554731,-0.005515253292817435,0.007610938901466047,-0.011981229819266408,-0.06352270935977074,0.04596272084857443,0.021436234277028343
wine_quality_iter9,mlp,shap,7,0,0.06622042452371578,-0.03642466431342619,-0.0060445576709933085,-0.007517327502897538,0.004410053644675023,0.0021905860235012023,0.0026655835602818795,0.009462438983267306,-0.04866328090104077,0.02066346220847249,0.021436234277028343
wine_quality_iter9,mlp,shap,8,1,0.06622042452371578,0.01428408428000895,0.0655232698043697,-0.004068206749920109,0.018507231648360906,0.005365358621759922,0.0046715458009451176,-0.0008670274440031878,0.04413731195780843,0.042774116203452735,0.021436234277028343
wine_quality_iter9,mlp,shap,9,1,0.06622042452371578,0.05316784099931568,-0.02864081549679942,0.015126868890045808,-0.037116542460922226,-0.001387421983079288,0.0034963170522926443,-0.031429106592449754,0.017517463739674777,0.03461988060718103,0.021436234277028343
wine_quality_iter9,mlp,shap,10,0,0.06622042452371578,-0.011392691854355678,-0.01664698981876702,-0.005405024053558437,0.0063586009266957885,0.0030194262493406358,0.003503741374892031,0.0009879827214648307,-0.044174275041645415,-0.028950467086164028,0.021436234277028343
wine_quality_iter9,mlp,shap,11,0,0.06622042452371578,-0.011703098051895917,-0.04793951881323943,-0.002833476573165159,-0.0010860224513471596,0.0024902573825111274,0.005548884882222078,0.0017182751118191147,-0.04172823094532021,-0.022078737023812998,0.021436234277028343
