Participant Id,appId,XAIType,Tested w/ XAI,Selected Strategy,Selected Strategy NLL,Strategy,Strategy NLL,Parameter Row Index,Parameter NLL,Parameter Session,k,decay_param,sensitivity,retrieval_threshold,scaling_factor,explanation_type,Instance Index,trialType,predicted,Prob correct,Prob 0,Prob 1,Correct,response_time
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,260,Train,1,0.5,0.5,0.5,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,260,Train,1,0.5,0.5,0.5,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,141,Train,1,0.0,0.0,1.0,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,141,Train,1,0.0,0.0,1.0,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,17,Train,1,0.9999994522881142,5.477118858415287e-07,0.9999994522881142,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,17,Train,1,0.9999994522796983,5.47720301683869e-07,0.9999994522796983,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,168,Train,0,0.02649326144512627,0.02649326144512627,0.9735067385548737,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,168,Train,1,0.0264933568021997,0.0264933568021997,0.9735066431978003,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,215,Train,1,0.9953209225472032,0.004679077452796812,0.9953209225472032,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,215,Train,1,0.9953209187394377,0.004679081260562286,0.9953209187394377,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,14,Train,1,1.0345937865858898e-07,1.0345937865858898e-07,0.9999998965406214,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,14,Train,1,1.0345974824594208e-07,1.0345974824594208e-07,0.9999998965402518,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,289,Train,1,0.2500916628064212,0.2500916628064212,0.7499083371935789,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,289,Train,1,0.25009162783006744,0.25009162783006744,0.7499083721699326,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,213,Train,1,0.40028254002732994,0.40028254002732994,0.5997174599726701,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,213,Train,1,0.40028244198790885,0.40028244198790885,0.5997175580120911,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,119,Train,1,0.3997526219240863,0.6002473780759138,0.3997526219240863,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,119,Train,1,0.3997528000678656,0.6002471999321344,0.3997528000678656,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,169,Train,1,0.400107695100578,0.5998923048994221,0.400107695100578,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,169,Train,1,0.40010764711368263,0.5998923528863175,0.40010764711368263,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,158,Test,0,0.6001089302304214,0.3998910697695786,0.6001089302304214,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,84,Test,0,1.0,1.0,5.3318997182824985e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,35,Test,0,1.0,1.0,1.4738931407754357e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,135,Test,0,1.0,1.0,1.47398555901641e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,117,Test,0,0.5202912608627707,0.47970873913722933,0.5202912608627707,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,76,Test,0,1.198517878206965e-67,1.0,1.198517878206965e-67,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,2,Test,0,8.308482082382002e-68,1.0,8.308482082382002e-68,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,190,Test,1,0.3758435238855387,0.3758435238855387,0.6241564761144613,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,125,Test,1,0.7487031194739872,0.2512968805260129,0.7487031194739872,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,172,Test,1,0.6985626315563719,0.3014373684436282,0.6985626315563719,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,75,Test,0,1.0,1.0,5.3318997182824985e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,210,Test,0,0.36156916304258657,0.36156916304258657,0.6384308369574134,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,194,Test,0,0.6460728600523477,0.3539271399476524,0.6460728600523477,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,261,Test,0,9.961487053208725e-68,1.0,9.961487053208725e-68,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,235,Test,1,0.32882630538115437,0.32882630538115437,0.6711736946188456,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,33,Test,0,1.0,1.0,5.3318997182824985e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,95,Test,0,1.0,1.0,5.331899718282499e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,246,Test,0,0.6805605235142116,0.31943947648578846,0.6805605235142116,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,295,Train,1,0.6668171068664546,0.3331828931335455,0.6668171068664546,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,295,Train,0,0.6668171071174306,0.33318289288256947,0.6668171071174306,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,139,Train,1,0.7335789365917492,0.2664210634082507,0.7335789365917492,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,139,Train,1,0.7335788239169497,0.26642117608305027,0.7335788239169497,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,187,Train,0,1.0,1.0,5.331899718282498e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,187,Train,0,1.0,1.0,5.331899718282499e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,263,Train,0,1.0,1.0,1.0719575552447576e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,263,Train,0,1.0,1.0,1.0719573552935032e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,255,Train,0,0.8002001968716247,0.19979980312837525,0.8002001968716247,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,255,Train,1,0.8001999666952251,0.19980003330477497,0.8001999666952251,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,45,Train,1,0.13311186828283073,0.13311186828283073,0.8668881317171693,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,45,Train,1,0.13311213513852221,0.13311213513852221,0.8668878648614778,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,198,Train,1,0.7329222409923569,0.26707775900764313,0.7329222409923569,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,198,Train,1,0.7329225961362139,0.2670774038637861,0.7329225961362139,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,293,Train,0,0.7996696079626983,0.2003303920373017,0.7996696079626983,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,293,Train,1,0.7996699376002,0.20033006239979995,0.7996699376002,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,47,Train,0,1.0,1.0,8.304095565698282e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,47,Train,0,1.0,1.0,8.304114770852469e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,212,Train,0,1.0,1.0,4.261649189979e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,212,Train,0,1.0,1.0,4.261652690453744e-67,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,114,Test,0,1.0,1.0,6.626126661194961e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,3,Test,1,0.7999158215030665,0.2000841784969336,0.7999158215030665,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,101,Test,0,1.0,1.0,5.967295128961823e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,78,Test,1,0.2399093883409614,0.2399093883409614,0.7600906116590386,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,282,Test,0,1.0,1.0,4.787092295971116e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,267,Test,0,3.190068796856919e-67,1.0,3.190068796856919e-67,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,150,Test,0,1.0,1.0,3.482597931494249e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,97,Test,0,4.174104347127843e-68,1.0,4.174104347127843e-68,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,207,Test,0,1.0,1.0,5.005838097305097e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,19,Test,0,0.7122820417215884,0.28771795827841173,0.7122820417215884,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,184,Test,0,1.0,1.0,4.682758661175455e-68,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,23,Test,1,0.8541076069328599,0.14589239306714008,0.8541076069328599,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,26,Test,1,0.8250905109967878,0.17490948900321227,0.8250905109967878,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,29,Test,1,0.20966469119016917,0.20966469119016917,0.7903353088098308,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,66,Test,1,0.7884283578545578,0.2115716421454422,0.7884283578545578,1,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,281,Test,1,0.20593315412693688,0.20593315412693688,0.7940668458730632,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,232,Test,0,2.7646713185216375e-67,1.0,2.7646713185216375e-67,0,0.1
1,adult,Importance,w/ XAI,,,Sensitive-features categorization,4.160701575979347,0,0.2512057184,2,1,0.5,76.703638943,-2.967453087,,,121,Test,0,4.4265951199482465e-68,1.0,4.4265951199482465e-68,0,0.1
2,adult,Importance,w/ XAI,,,Sensitive-features categorization,3.009646652120117,1,0.463744921,2,3,0.5,15.440994687,-1.423552897,,,260,Train,0,0.5,0.5,0.5,0,0.1
2,adult,Importance,w/ XAI,,,Sensitive-features categorization,3.009646652120117,1,0.463744921,2,3,0.5,15.440994687,-1.423552897,,,260,Train,1,0.5,0.5,0.5,1,0.1
2,adult,Importance,w/ XAI,,,Sensitive-features categorization,3.009646652120117,1,0.463744921,2,3,0.5,15.440994687,-1.423552897,,,119,Train,1,1.0,0.0,1.0,1,0.1
